Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha,Seasonal_Avg_Temp_Nov_Mar,Seasonal_Avg_Rain_Nov_Mar
16.08356689807037,21.048319613500055,31.233540773268345,22.82858991304592,17.533307424165656,23.61142974528597,22.74520855359553,21.968386228470244,139.94932924596225,22.863026394642617,4.27184696726391,21.66296134998709,45.30001479744744
19.600295231726665,14.877136373662307,30.624769158357804,24.19398282563546,15.858745030889176,21.126713627053146,7.515706547364367,37.727182773807485,92.71992961023737,3.2187843620984866,3.5357481628126615,21.11695205506366,33.966736905417505
18.55320848711439,18.501595100060626,32.421939502103214,24.070058143308398,16.613098851919442,9.602417667218667,34.998146996262435,17.78878612575971,55.532763484325095,14.99635294577423,3.490770866031647,22.249165644179293,24.507664942208198
18.418814628094825,17.65296466203145,30.594184691780075,23.037644504798482,17.809337598795135,14.705939679450495,15.118147341971028,29.182038992654732,104.28857586454252,24.47162778816811,2.703299793426731,21.417441325479523,39.15622375177281
16.59904468243431,19.29727278838852,28.809801372284248,21.996712473175762,16.324283696868665,20.10011788081884,28.747465938262916,17.055649191185054,97.16888057707621,21.79342294721577,3.319917342522864,20.463822952592647,37.03631884383727
17.47683293242126,21.28465967194112,30.509815327054625,28.119045017387133,11.630388240988493,7.353708715298578,4.959322910633813,20.014599918796893,43.48899884812439,10.386200875002315,3.537694078121272,21.984471939852103,16.574687917919334
17.879526407946862,19.525711705011698,30.420027867551948,21.55947040261859,18.69936271521068,22.86147569584584,21.92455208469749,19.81169832634392,89.95534258214475,34.16177270549398,3.102183139447488,21.64412532383637,40.401593093026555
20.014792203466666,18.054009690041052,29.715368754351882,25.340443987473318,19.809540335151095,14.414197888287326,13.744648943141472,23.773633901630497,106.48939036886068,34.907090715379894,3.243432389881286,22.6433063383827,38.40712885643528
18.820550615396108,20.33162868801417,31.227371213315546,24.447583239380617,17.442171502045465,7.055573942789745,17.70782100623655,28.65613826415163,98.7782045436709,23.761049836330198,2.967605952365195,22.386320481916698,33.78208072161232
17.887216059534108,21.24883674191178,31.315278062016716,25.315442341128428,17.851540286899525,9.247955481524738,28.00007627384927,21.294341138486402,119.70702617932068,20.53094727560383,2.776237548510884,22.80890157372514,39.915946605906974
18.944448369129837,19.11696253521809,31.399708277086983,22.784640072585912,19.11718133202821,26.994256363641213,20.304708619225696,19.109890359238154,123.93470162756539,26.358618371987347,2.8608048901316527,22.432155494905068,43.205430614390096
20.305481096903137,17.490591525145202,31.72513117572927,25.36457805872376,19.510912616816977,34.13290114387073,9.507619329837997,26.813028998030013,121.78758093450215,29.61523425963556,2.7894206965403976,22.87734634889276,43.96690405655374
17.670305449302777,16.172396490508795,31.8314042722725,25.91326596702078,19.650811026044536,13.189928553221595,13.49376353492446,23.920031667857067,86.61344690000644,38.88217162652703,4.2636976046551816,22.171634210197297,35.82393433715796
20.49071695369967,18.590213289019957,31.378572021619608,26.30747369315926,19.729056209528547,18.835176261956004,34.23147081193629,23.34800636682227,67.68935143614118,32.405662668183844,2.7728686935383746,23.038632041981128,34.443555375289606
15.549126815070816,21.107301760592993,28.414196445220984,25.647928122867356,18.87694975187054,22.023140982046087,24.5657570934455,19.071164859551292,111.70148723501572,25.918539138751765,2.7095383072774237,21.78561479283643,40.508638580581994
17.652781243161343,13.916174380144891,28.420347773479737,22.46227325491323,14.863093540918342,30.953274182481987,22.22477997478905,25.282128702621947,119.67464080900807,19.393706586791062,2.7087532437129194,19.334990949854333,41.98965965731969
21.225070436655596,21.2735444304074,32.03521881428574,24.822224612833047,17.638676722715697,33.4295962566928,28.700208666354143,4.4661417754738,56.74272255768533,30.643813166502085,2.73803157097381,23.79946073274899,32.36871300019031
15.943247804128296,20.323531587753436,31.461502645234248,20.762391254008016,17.510413125796124,25.769562301722416,12.637119019701982,18.96142325701701,136.02066174984228,30.715060005212063,4.292155661043148,21.152872903779656,43.75581145056327
20.51101542692593,14.036499303897791,34.76703095639351,24.87025364029156,19.778006611624292,-1.9637586514566665,14.285691967510306,20.56246763262035,46.40748540986673,7.015825050086927,3.933165946781198,22.972444456057374,17.871470048997065
15.198795321567951,20.56262206381461,27.17343459459643,20.752747218988592,16.30085934537995,37.35802199096001,14.42752581291856,32.836894147171044,135.57187040463,25.561803131764776,3.9820553624914963,20.058166054122324,51.239465877664
21.357475591093742,18.367946105201618,32.446981735593546,24.17513177793293,17.230674836196275,29.198078450660496,35.36273820645438,10.897292698773146,77.82275049661828,23.427353613745048,2.9886443965416825,22.658195864529837,34.05041245817889
18.90687805501894,19.470261819554942,29.99622657115728,22.574445260251515,17.756197434335107,32.86138622337143,12.983883571790075,26.95143276451234,58.71390963483759,20.308788538364404,3.0412865032077487,21.821208865273334,29.290696400094514
19.459323519911322,19.154573812575713,32.527895912978046,26.760537297746787,16.060492340008853,20.544587976187344,38.27722182364804,11.211535507748522,130.32463634439526,14.289166753023864,3.641059957275237,22.780860469056012,42.496203725265374
17.306964207063306,18.40831586479172,34.12452573246801,23.326210693032003,16.881710527539898,33.94821785764639,22.87032626250383,7.39190540666429,115.77221080931322,16.915959480730002,3.5882550267810407,21.991400730398563,39.85137124498075
14.782157874463348,16.283786865267444,34.60824595394676,21.736372181760185,19.034914144637984,11.716207241816162,8.886688250257656,16.141251778449753,125.27490744773657,28.848604325063125,3.246117135168442,21.397796907929543,40.25635703129962
15.249465229681917,17.808427232970075,29.577584107059128,25.124889211621866,19.712789445493794,15.431316621725992,21.475797244345294,22.832930400650536,41.20051957294536,34.367002810576025,3.4101257945094496,21.6854011413593,27.14274327722035
19.475505635374994,16.504370176177293,34.35557846451853,23.832288274044043,19.44942385813046,26.765439510072532,24.131876479127946,26.795483849242203,75.87508601291005,24.78227740924995,2.971551684617468,22.814662988421823,36.093960219692335
19.963620071848148,20.662596191914616,38.7552494347691,25.250433018594244,19.667062011064868,13.862359098365305,19.597608899840328,12.063805738896896,69.56848814221549,27.139113015289276,3.480152673688353,24.84533050412379,28.724658333066007
19.637566608299032,22.16038044504826,29.796376690156723,27.401677867764676,16.705503357197152,15.723993232275248,1.2330574460614117,20.300624001651556,94.26463993921443,22.623150573301967,2.8624201145948662,23.369250200762348,29.67672323366859
17.801310709765215,18.03518278671853,36.95791430789959,22.810850202840093,17.7176442108371,26.75188081742672,38.50460235778389,5.519926177289065,64.42935026530168,28.842528796980016,3.985567972365848,22.549178421350298,33.28594609923887
17.235062897921715,18.503196143120345,33.96088200032642,23.325095987344444,16.751253795339526,34.75066858577312,23.883997924498395,8.888083935227066,121.04754465031841,17.84052757052861,3.5478376448683977,21.971170621727847,40.02310037009763
16.498822463073367,17.54868551961071,34.57475917770247,23.706249801826075,19.473867331854212,39.95711261503078,21.104823823713733,25.404647212684676,112.97952739435274,23.26465462003583,2.7637419639939416,22.184089191617726,43.800936686249294
16.198300642555676,20.47366591284009,28.77934194368552,25.47698224185188,18.477213800995774,22.658633616293223,23.847208044863287,20.35314847038708,110.59471514333644,27.510030072225334,2.8143599486306616,21.85076280171963,40.663759804110576
20.507569248608263,13.483209328928242,30.255527917448042,23.750551469699847,17.609689416882564,18.3327684199363,27.055225950066724,18.12934054088511,85.94524693872981,23.64431979081118,3.1932860543255335,21.095938242786424,34.930254921399396
16.04459560400949,19.81701115499615,34.71148550216609,25.21782847350977,16.67871797981894,17.411160691869853,14.923907187882715,9.797339157578715,131.1877207101388,21.756810156485923,4.021638397580664,22.40225662408613,38.76985768445214
16.252958494509087,21.11068368388286,31.209940271773903,22.545524420833395,17.382629333122235,25.45300864464741,23.501485463105865,20.317019514641423,138.8741756239679,20.186186485580325,4.226252035780067,21.773826233472104,45.97669906813935
17.965186117693317,19.043583966465327,30.757040043906297,21.884246045600456,18.66681939848288,23.001374514731154,21.08927433585385,21.91321531861568,99.20346296348927,35.247426602023346,3.0932393009329333,21.458443956904386,38.3888651142518
14.921007449665657,15.309068267481155,34.29636671392567,25.37197774360907,17.566514921718507,20.505339052215366,23.645725892706807,15.768000288239625,22.03744123043288,36.13509411362305,2.884923639700812,21.760288025252954,24.519429224521687
16.637282598511607,15.754169489209872,30.304814837544537,20.953679694395657,18.18786224084085,21.80061443748062,23.007168906314902,17.201992822039056,80.44370593826564,5.031020152070305,3.965021635206268,20.406138222357107,29.957874653114352
14.87689338950067,18.67381178290355,30.77560116318737,25.894563555724655,18.138596152089033,22.704554537543114,37.53029505451021,21.343723443878307,107.6593412561071,13.66492010687717,4.054885925173629,21.573482920160554,40.39288503373553
15.996658715971794,18.12334158156321,23.400007893021623,23.512514279177307,17.53642328600817,20.01999747779957,15.329174221027358,18.176309886225642,151.69524558536438,35.293298523738606,4.2884640649448444,19.70781200838289,47.267964833321095
14.930313193963652,15.735229952865978,34.565224902561866,25.135953467743796,17.812745393601283,18.793661511000643,22.92279759273496,15.893744945168873,20.87156403299896,35.299575930584936,2.9308851851731443,21.555251329019946,23.624990695381474
16.673680181591074,17.56566941017914,31.29209596739931,25.050564713005297,17.88899791314326,29.14679678058143,30.01719946217105,13.467273102477524,141.99365466841627,30.255709389085755,4.18354156032253,21.806316895792122,48.514584628515955
16.888279117845855,14.613887757970693,34.341771526869245,21.760652982787946,18.745549448665162,8.934166066470715,0.7451217987567756,22.174858464883393,112.89297980288703,17.77674214557827,3.417772715388053,21.295508317734125,32.553056189595644
18.48885925650764,21.070050045182747,26.884996443441764,25.060321559527313,17.11099928027642,29.82711944407405,29.629471226556287,7.928429098101989,104.18815783530427,27.806970348028905,3.3444334286886575,21.63042826956219,38.82582090878236
15.872366976336819,20.62964815875119,31.323990773203573,25.082601216293927,16.206623987328964,12.332807188345154,28.771152953199753,32.01470284989946,102.79877480838914,10.869236983121294,3.8344552552192157,21.81869099533452,36.37453453411921
18.2947958899697,17.376620689921737,30.33550465406052,23.262836032068616,17.862540543434385,14.826416538295426,14.852717085016955,29.553321510095977,107.4149590703799,25.32059994793225,2.7651820920790224,21.52889737143442,38.35486786614999
18.70695890880443,15.404352404409167,33.907703906502164,26.169476924527267,14.971112056427899,28.64768344702254,5.7572067317192115,22.28482708761049,108.89968616566705,23.284133421579686,2.664781796026435,21.643726149765264,37.30268918290593
21.056507225007753,17.253376706916683,28.773466906394674,23.123392789715098,18.50919567069311,21.401624957832205,32.100231069726135,10.684239013856942,61.16229155187049,7.6749297811657105,3.179298235078436,21.673506445322538,26.521470251070138
17.97702295980817,19.47071692517747,30.73861195904967,21.539261816032074,18.517020027812364,23.079587915089043,21.764512801170575,22.872041757861762,96.91863771262884,37.84507916916949,3.12437082134119,21.406830625090365,40.08507569678406
17.98380084334968,16.33730768074531,28.308871654602267,24.36802026366023,18.23780402010421,17.75370522952346,18.995082239589365,-9.713382753889537,157.2020459791882,22.708003939493747,3.9737660574864018,21.120820767163735,40.11215839558786
18.450734067655887,17.41803686437134,34.25321332985059,20.92586281856111,21.033070908247005,22.748634582294148,29.58673900022611,3.1958581803849992,75.91733808937565,16.675111008844382,3.347898434097911,22.379617521231435,30.221495156288814
18.83492000278578,18.58095253954989,30.142446807760262,22.174357479288968,17.127792068183474,3.6488745132322795,13.913197467938941,26.171230197787924,97.38095632619122,31.053896201240487,2.4890088442137266,21.289511723921777,34.070147766852756
15.929554132509045,21.154701697479133,31.459770674746085,22.540662314709593,17.555521818683076,23.867303503069614,22.352147434474773,19.466072655697246,131.45526351964182,21.709234414459406,4.204059659877073,21.699057323779805,47.33152310607575
18.572294471467593,18.224329730200463,34.61965777440344,23.26870121943809,22.406796162353903,15.25624218039918,19.78497649367051,30.9462613198779,110.59377314692914,23.333371697128058,2.5455374121795864,23.319798924075197,39.947900835418565
19.809651357427846,15.487742564477,30.8158802249509,24.00617523474362,16.11206045286653,21.239282908550017,5.682011633990857,34.8185528243745,102.50106655799573,2.9174422116909153,3.542481215632536,21.093107449579673,32.54556825159075
15.726045451563202,18.476117330448456,22.952899532738787,23.36631385620029,17.52678516898401,19.20583701373753,17.53575127475334,18.858472377064047,147.87430083399983,33.64952810880514,4.282825206626336,19.806559210072137,47.76438035227718
19.642242236723096,16.12855971588314,34.89051043792895,24.986416851621907,17.764265466158747,4.754402048094026,9.830892781930139,36.44142852876955,140.64186247340234,15.412032559481144,3.995697468967844,22.62276359852499,41.61274679810672
16.533282963268398,19.75755653082052,34.21988094048676,25.064110655345676,16.80465717835287,17.641363013867185,14.57221072556024,10.368712146330669,130.41055551757592,21.350017697304853,4.071899495225345,22.55219115489887,39.458492974568436
18.71658573789101,17.04302730463989,27.935786911152356,24.360514138058544,17.42968273049622,27.10067198336943,34.885961668047294,5.203948238395833,92.76749411432215,2.5209682385985044,4.437483382985769,21.338877717672585,32.26522923807976
20.286780446769225,15.932828220432985,35.13182584917538,22.44921495053694,15.27675878565459,12.801011254105637,25.530531604675605,25.059277528528096,111.68758859766524,9.925395641733278,3.0017315232025736,21.784454117452416,36.068995423116796
17.105696366910124,21.163741073014673,38.226088626501095,22.71906493776955,17.106736578415585,23.96564155044642,39.97031498622009,34.235358705710006,45.9592982494406,45.922829175272234,2.9530664093300647,23.187449474221978,36.60349270141303
21.16718646077221,15.983703639012893,35.962284034819305,23.139618883182838,17.842858307385587,26.993840584007202,38.02405635548543,25.315791809413845,115.94020491130769,18.58726695513566,2.724060547412675,22.829261196927998,44.0533734176966
20.213461848083202,17.891757350054075,31.833987626453087,25.625860278437013,18.97284843763009,33.165800474333835,8.065212372695594,25.91847138361296,125.43009860819525,29.299876476043874,2.8154484791832433,22.931655142584432,44.04085216607975
17.51601175579194,22.648337275100527,35.41488573387081,27.285507379964585,15.912097307022465,9.836361274051729,11.627555726434293,35.06027528048312,150.88584258941796,26.21759277215053,3.4025481036081775,23.671339508161438,48.39967467654179
18.660903885800035,18.55719594449303,32.680790469223204,23.609131342294074,16.561938077083173,10.30136859507428,32.96974189507998,15.938793900505223,46.83637730288022,14.174886457451265,3.4859187083238288,22.112453885415707,25.719885530427383
17.786973120959164,17.860162094211375,36.55235914548176,22.61892579037756,17.747884294819084,28.910931803016727,39.82639191542324,4.673758131431484,60.10023320039511,28.350923527326024,3.8648588990533956,22.768606602334216,34.253346758051805
20.94361953844533,24.729494396453624,31.162705472191206,26.773645353821347,20.0931306188092,24.503632578949624,10.854076687765518,20.50935219490269,102.48205648734248,27.194033702450334,2.9749545423285007,24.78492000960249,37.60073443043181
15.964109429898663,20.703320270102974,30.59588996992809,22.817060989886762,17.80414320774707,25.852891540074207,24.373219634086716,20.91914308441068,141.9363154224761,21.717013186855173,4.086499991131068,21.850457638365985,45.699843871675
17.58561070919141,22.888929055361746,35.39451331744802,27.199708939472487,15.604698078909065,11.888702162748569,13.367046295413557,35.67338799401241,156.76414114587777,26.435335950667426,3.5675905733141815,23.934174692832745,47.81446794836688
18.940803776849062,19.910357208661488,29.60226134158866,22.721919423099475,17.755326233439277,30.577369963491545,14.636217413180372,24.131265288297307,61.066313911983855,20.495522371659252,2.9953344636296038,21.638050240767065,31.094516501178774
18.56358397074724,17.381517583401532,34.393053370416894,20.23574252285189,20.98131477101249,23.005115108870907,28.600808155319125,3.431424036986832,79.3072939036747,16.50239104400029,3.3469436623205713,22.28478762639718,29.5062122120559
20.392046241044756,14.515304325977192,35.54347998542662,24.879755720713337,19.550103353212105,-0.8937780871287906,14.27683767328763,19.07550473285023,50.91212598116752,5.0115199120815275,4.046010713685183,22.738032760353175,17.694282532898267
17.34292064463672,15.759352948883722,37.99468833218063,22.412071734017957,16.756511809051574,15.716636469803067,25.08947138635723,9.064828116847847,117.04699672670154,29.736472881424557,2.7078373640849445,22.0970208241234,39.53303145506134
20.543969670008316,16.326561435911017,35.401317997325954,22.40091213215744,15.220321713729971,14.546834550370258,26.70423584389215,27.79624330008092,109.12716933288587,9.17486437987895,3.036508958427117,21.85892477387518,38.24896013977852
16.9668590960698,17.42323209920794,31.580014462195106,25.1321750769744,18.147724009677958,29.47158055247132,29.39230114942159,16.29594060258124,133.6693649221564,29.542373053885274,4.29752710121841,21.757453288075855,49.342117376862475
18.438131700425572,17.406463989796933,30.724000571942707,22.86573176361653,17.278997186033465,14.898766215143263,14.297750203799918,28.016322824699895,109.31852171815842,26.89615066221151,2.711243152909463,21.462842077983034,38.55390902923033
15.925504106928367,18.58269299949386,24.112367195707225,23.19876740820714,17.509540899565266,20.208169297663947,14.660915227081931,19.12766607678988,146.14850621827634,33.88091816428523,4.185188541386185,19.334712362769835,47.57133783819903
21.26016605257744,17.758460348516017,28.986332510128506,23.250653735560547,18.24425233170679,24.1787103085116,31.144755940676074,11.675757472587375,66.0347429881634,8.59123727626369,3.163672084173603,21.734524617080854,26.78671538529001
17.052611648492455,18.477674819681578,33.219995610222675,23.18579698363269,16.973321021243105,34.4697027925949,23.6762020096813,7.8068106324893005,114.51630791667975,17.187186937283727,3.558606999297386,21.962814250298965,40.61784171469444
18.591885449753764,18.22954598607352,33.94773840915578,23.07973962551735,22.750138414584164,16.847180635624618,20.092516932433604,31.01653909089495,111.40392621497148,24.45253144596451,2.631221883712863,23.26752769786851,40.485933672698714
19.542626988274492,19.155320890000006,33.03502051467603,26.79363027087541,16.053071050874376,19.81023816303909,35.906374739363564,14.634157558528107,134.23400996494445,14.45512685668009,3.7059904665831453,22.713753533799586,43.41564480895413
20.310219314083984,13.461063686201339,30.261978148165188,23.214796594719513,17.80682461531148,18.525738561895835,28.59376049637783,19.940676950883045,88.64273983245424,23.771723465044612,3.0941241353236526,20.908256073774368,35.074895128914704
14.424649327950531,16.301466913663138,26.0168821571888,23.521613744902254,20.59702058163859,30.5255814586189,27.362124762301224,28.76283340707331,129.99973077419662,13.812273244145704,2.677012727747667,20.339871757465577,44.701595321792546
19.209349803657666,19.534183196270394,32.810473822899944,26.396003794683743,16.34966663846266,21.34375070604766,40.51281285989331,14.040017797308828,129.1717302631575,14.239525988912716,3.6320551665382137,22.887755765220565,42.35414238283873
17.481452489850753,16.889777460068455,33.327869760430154,23.82620230558785,18.548178711994716,10.238495844708236,27.631827166576556,11.257953842414075,66.4963578837257,18.88246124994218,3.2600299146394907,21.911878889160825,25.62536125039808
19.452676491461137,22.441358369087066,30.20874342172776,27.697945170059896,17.09940060461551,12.910523458127894,0.9128016844035446,18.39630521144176,96.4014351945412,23.437410942108304,2.8691224236977346,23.252813373594076,30.037709465762408
19.19684055523249,19.560509027353007,29.553411799107494,22.481996538453803,17.951132057422885,31.367664273565563,14.614941879018028,24.366762385353542,58.449401596165764,20.73039189016767,2.8866965892426615,21.58508010862621,30.72234476078857
16.518032853096777,15.179419060539388,31.906203321713082,26.033601537340004,19.396416263432897,21.40235334040284,22.09347313424636,18.39198477297691,81.59492417147622,17.839855153715018,3.8756456476344714,21.795091942443285,31.94565169962086
19.499307565815556,15.042580901555304,30.726124879784408,24.10807699106376,15.963576665626018,21.924993775749744,8.501626239640977,37.17555687754806,99.59018267296285,2.92215137619916,3.5589801853257064,21.367879076089398,33.28741708410461
20.249563847417136,15.87783100433642,36.33832668604926,22.439827866809004,15.489857457451752,14.062703203568939,26.517636472301312,29.21466494910114,105.88669198924732,9.78286498912842,3.079708243191106,21.690178152050713,36.59301171131341
20.4341501547734,17.255426890999825,31.52313006755938,25.76870052692232,19.250485071995605,32.70712055652989,8.61763484304867,24.483858005296476,123.16152118932604,28.497012439863454,2.805077161857123,23.02946242351713,44.09365472094546
20.936184200045524,16.756487131315534,29.712794724767576,23.424922064156203,15.200035346913747,18.194469813848325,30.203793626863078,37.83363351366377,106.51012574822727,4.406884028423109,3.863563487791352,21.272096403319253,38.71843694327802
20.194650965663627,13.54812692107808,30.313670669602857,23.622942140467813,17.844191759894084,17.968271344326787,27.88958676524703,18.598884906576842,93.96972658020235,24.578155905497194,3.102093817816843,21.208177897895833,36.78084858630053
18.817984970350334,19.324900284577982,31.33027839277275,25.053386138902585,18.77011442080373,22.36907479564016,40.70628355488925,11.449469218406543,94.26230401865227,29.3459061322223,3.3526306845734024,22.697226296507477,38.58020946413028
19.293444106956354,20.65629209653286,30.20204374482012,25.322565911603572,16.747344318531614,26.81170729271512,15.07144551780791,34.10330069780334,86.3055730911484,21.78510833068754,2.6331579688926237,22.31523420503289,36.75103740816593
17.191744745558008,18.509810776957814,33.568046381074794,23.261468879546833,16.961605435120898,33.53737910486346,22.44988148975538,6.458307141839369,119.83722519923055,16.61787914611381,3.621062659615379,22.098563248369846,40.26790360250231
17.106731895697997,18.199570619198514,33.7270471600052,23.243981636793322,16.89660384531043,35.972452137232054,22.099903890039652,10.18469074582995,115.09929491628085,16.350863048266845,3.5764533633107916,22.10926296446375,40.30558894280269
18.230270099667475,17.722395683214984,35.58891264527125,26.039857716050573,17.7873153558512,10.818553107330027,25.542026670114772,29.6272763262649,86.805753548701,22.53473204050603,3.5241502928478154,23.379963487647117,33.86713665417283
19.64240000538399,20.667106797761992,33.965829492166066,24.454772980541627,17.26319837924524,9.108082462937903,7.655711635664424,41.454929611124506,134.45118447632612,24.68749761417877,4.036742747067666,23.237347569204953,44.90487462155798
21.316528638407874,20.461841357286726,37.68879537579386,25.974981677952186,18.587337042412827,21.746324858619452,19.842605956887823,36.715869638881266,105.83641708678194,13.683113787193388,4.2333574862302985,24.86744034753897,39.92528294343639
14.124255739949247,20.925594094015185,30.3437323397569,26.583879203172632,19.828235995920295,26.34077567069,27.09632366728355,3.9201895523676242,110.4804498941079,13.353994973848433,3.6498436742912936,22.361904117765942,35.35430574559394
14.957970761096295,18.543758568680662,31.111222208478093,25.995755556852796,17.90774892314124,22.304227914507983,36.91432566614721,22.46889472785519,110.66039768143614,14.073018783672769,3.986622143512076,21.787108960977505,40.90784037623545
19.326573765120997,16.539996202875194,34.37501219916664,23.869625286211676,19.74950951986381,26.005219968661272,22.131532140828497,27.783782076644695,78.83438114963752,25.323510339784207,2.8755774611719502,22.922340604335815,35.87088926526444
18.225538192368376,15.62827017399042,29.67224110690702,26.1981277816883,19.487420933712222,33.74004136828841,20.286986064346948,28.95288805036237,80.47477734822299,25.338858523267188,2.8254627345553587,21.838282748411643,38.633844772697444
17.339490761451327,18.94340096966311,33.81679728794034,23.250051258012356,16.91490566733766,32.57141348695043,22.895038406054784,7.553579908401009,112.43555694440789,16.818647191600544,3.463937105577976,21.880348329575867,40.129444696302116
20.036241567720484,20.49772448315566,37.308010465739,25.16808873936197,20.050283524447572,14.873341484848767,22.050965005101233,13.968887833040121,71.52606291333358,26.452246354439243,3.4481297223167178,24.874686750584114,30.07716259309973
19.030413220767304,16.571877989544014,28.52468685637494,24.81600334307153,16.966544863202987,26.230925944662605,18.19509187128297,15.212814448553868,101.25824441191467,31.20297840071357,3.066641276830983,21.195990097979443,37.76110219100968
16.459153193962052,17.615927330709486,34.32276167733579,23.92635641003363,19.397162810309336,38.031615166840965,21.717912484655375,26.041188258863663,113.50030296718205,22.08111683004078,2.6378988526349287,22.413291319425603,43.89006037345421
17.220918785841047,20.01293752266687,33.382726214139964,25.427077866532954,16.272272843903067,20.66266167368809,13.847547604710158,47.5391617666873,91.03128642131868,13.906387257382098,3.3630499387882713,22.748403436558114,37.96636285853666
19.298991110592166,21.25193555408901,33.972208307891336,24.246468722650693,17.303919795595483,11.589610381271534,5.191420617793883,42.38029857528195,139.88759960873907,23.652849768692825,3.9914581079249154,23.151073105352292,43.09302561611533
14.281174605197599,16.752141093550144,26.121053604105196,23.589354588408405,20.9865570961925,29.48756057583103,27.91996178121873,26.692453926376338,125.06555771685949,14.012980630083275,2.743468375208934,20.369216004934778,46.65962959957441
17.490422039234097,22.41736614151041,34.7477541283598,27.224135120007507,15.694189122647288,11.183058628289666,13.041857493040819,34.14417290174354,153.5544814398893,27.05280165309893,3.5907630262700247,23.615785624663655,48.1162347019321
16.644468087582045,19.28115223113927,28.037518239297402,22.14815403557348,16.099066193983433,17.50947048555245,27.05995379102188,17.803677223373004,99.6887274102788,20.794463751419357,3.395646521630483,20.613224674438875,37.33006443589849
20.69074301505677,14.378309290004864,34.685584235718885,25.06174666225428,19.476949023325744,-2.663690398202967,15.071129755716218,21.306189203492814,48.89357821097546,5.604191187772607,4.079127379286635,22.859185775946358,18.121877583572758
21.122624810977154,20.15851333472785,38.61646522377218,25.885146286287508,18.588934062965535,20.587781936615258,21.145796992174212,38.01027246814106,117.1391836443496,11.748905465726354,4.227617038321464,24.799556070127966,40.28240830323333
21.229511736715445,18.286536660000483,32.472985212132016,24.187062196438497,17.056279328813286,28.18714012468219,34.42024221398281,11.083535066641648,74.49442983786795,20.818585773608476,3.1380277309329414,22.336523648420325,35.348629153835454
17.132100055445775,17.745358798159767,35.42948587794448,24.153369824240627,17.785747970253535,3.6825974809069306,24.39652742751525,7.431398453449797,33.278022778548795,27.026585344670924,3.0922361739616346,22.645815894441366,18.541239355083178
16.731275778879176,18.187985590293692,33.68997765106795,26.681883905632134,18.185846503852822,11.984722509080623,20.533786522215745,8.06684225314409,48.12743511322703,20.915279395060463,3.453929105834734,22.547967913797493,22.554730228279617
18.79717800836038,20.497229642915098,30.897381151974905,25.503594503057656,17.962157263437284,11.038376519257158,10.090679718395915,21.791573787808186,154.52476471905265,21.554774518729488,4.23191282845028,22.697944307556657,45.19432672110662
17.34544769030674,16.803145865883806,33.34092565081353,23.98269756042976,18.737629269693954,10.704484216795475,27.251005335629873,10.262743255910202,64.13859046440687,20.02861101425639,3.170429240417642,22.040787296792672,27.33988288727194
18.212742406880885,21.652251046723322,26.231546495385828,25.063201717293826,16.814293477197232,29.958080746476735,29.98438303048741,6.075469357700429,104.91697581392607,28.32728755526614,3.355893991472884,21.82411529357238,40.68199312998093
19.733982665253478,20.746836337014102,33.19036388260791,24.596585259105595,17.149953367822004,12.481787505971361,7.249022625828688,42.033458202896746,137.14708472464287,25.60904451532173,3.9381213622076623,23.082051671633547,44.47768102890569
21.579959088056373,21.246067253357452,32.148813033045556,25.00012933340481,17.895639408984675,33.69715924043565,26.187034903012112,2.168150893228386,67.05445179524793,28.629154146356864,2.7203381043173134,23.41774299349902,30.62791421824817
17.468234482140748,16.2467119797229,32.92329848649568,23.750282431089722,17.75519011294676,23.626023304393247,18.81442248193587,22.297994081829422,74.33771982289112,26.518488956422626,3.3061900898137986,21.70637622324676,33.193208780872894
14.327948141752808,16.454858745647968,25.851303276470368,22.95185057169867,20.882739794877015,30.57592200020477,28.928683129458452,29.16187685022483,124.78923501105184,13.91619376493805,2.6648903000336444,20.165536445823513,45.32214050674559
21.610883064462612,21.80306514089779,32.543114648195775,24.668360993157627,17.64006913905897,32.95669365507905,27.532914164446563,7.561821656745785,59.432529722915255,27.91775285248146,2.673012171109513,23.590735750497938,31.67830299926106
18.6306263276003,20.399039490161112,31.384083617144185,24.127475497708645,17.23884228199353,6.373443637820497,17.636417922659984,27.550108293512427,98.91986293772915,23.232075864421642,3.034076561630554,22.462270475609564,33.996598323051195
16.825598227421914,15.645772157062684,30.841270406343344,21.33751717241644,18.163222656324656,20.089279831522497,24.372815502003125,15.571578818302495,78.35365534752894,5.061084078120344,3.8874919522796354,20.414338091448737,30.956263798694636
16.745530138229817,17.448902203687545,34.20397313595441,24.12240906854269,19.34872858036227,39.83085094436422,22.524859976983226,25.1471071540385,111.88660859616255,23.793130992298504,2.719022279868059,22.516023656096188,43.875717902485064
17.627916934565118,16.32632561453914,31.281859983118252,26.20094963590382,19.186944170551936,12.410287677801291,13.320528806407287,22.9491294611305,87.64420900075538,39.807765413873796,4.265658985544423,22.34445008287212,35.19019593787286
