Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha,Seasonal_Avg_Temp_Nov_Mar,Seasonal_Avg_Rain_Nov_Mar
14.964911732951276,16.883861542225297,34.70008554599263,21.950021748505723,19.14072617352183,12.576221976648954,10.432420934407817,18.73056926205471,117.24526480475082,29.764480847017605,3.209992697064261,21.419794697405077,38.9113952715829
17.373565000017543,17.509718068787937,37.116043443016956,23.165008208240536,17.842315334101745,27.827317679522693,39.710173842615625,7.766600172903019,64.56995880559538,29.547803852540742,3.835282198901358,22.52172348533101,33.623678716372176
18.52245122666797,19.431625119020175,30.97040221905317,25.110305691298485,18.833311638484332,23.803767712052256,36.92490255010737,10.28643712376214,94.49370084699022,29.90893116642802,3.223574436568951,22.716435285709444,39.628152793500874
17.577808473755358,17.447835116499927,33.53067102045288,24.477925592677227,18.32558325090506,11.618641594812862,27.0111200275607,9.815543854262629,62.730192170096586,19.817275075278214,3.5065647439532697,21.845529797485103,26.707988844861816
19.651329540594276,15.043907689686602,34.00787012549611,20.292822653035692,16.658073683044478,24.009227061052393,26.209187621387976,18.634069191596392,62.20313352931694,28.811031159457766,2.430441905550085,21.290352444820705,32.32289389677718
15.553983278991831,20.813915229706584,30.92620507893455,22.613993444590044,17.698726502906844,24.880517638829737,22.82781249405922,20.472021695788747,138.63820539275267,21.250077450933354,3.5089074694560463,21.597193430084086,45.63419745392342
15.56562622599415,19.082154697936936,30.140461370920153,23.287795526399467,17.292078566154434,3.971640988522598,26.945069722561456,-7.062566777188394,155.9266480015725,13.78210743900607,4.61195796823121,21.14572962246781,38.547756455251175
17.01348205944052,15.901778019447578,33.07019360316224,23.80718982739045,17.747217875301665,23.30116717992954,17.819954290600535,21.558835402048402,80.10601977983619,26.189053635461224,3.3450022123274996,21.82552379006667,33.20062228642814
17.067757329661802,14.663320908953281,33.671618960039524,21.73349590301443,18.807149143882896,6.867717589965272,1.3202544315294382,20.530506374462686,117.6068383071255,17.797270919873935,4.008925102152187,21.247381974790176,31.34626039570748
19.459393939178813,15.92022625118246,34.750620557869304,24.78513688961766,18.004418840292484,3.336361563403013,8.754605238762071,38.69945338256086,139.15904387273926,17.440128729792285,3.792110072873901,22.782099090700942,42.15947427400829
18.99999460141632,19.873820956553335,31.799213934594285,24.961426744939953,18.731930275089944,31.952839451871462,25.140260796759854,3.072562016849813,40.9619612323888,26.98880069748483,2.9443091920552296,22.87095623822439,25.52233266361231
14.064461253422243,20.855580950739245,30.09604056922187,26.376947153823192,20.10678128395251,23.967135673536333,28.159805650305014,3.3414727922949394,109.30656909236916,13.244562213133733,4.531676213292439,22.407159567105193,36.24071467198677
15.81173760244447,20.393717176450178,31.16272269113615,25.184010598006722,16.47182157398037,12.943081964390242,28.664345688797226,32.46126068963343,99.11086866748516,10.550096910212602,3.6140665596933945,21.688086354754535,37.2075610137668
21.293039921443285,15.857729088820468,35.28480738445643,23.30713543208151,17.73994529321196,25.88807687395961,39.69643194371228,25.215569163817346,110.69858090747171,19.21572875288286,2.6832765086969066,22.71657377599161,45.39523884357937
18.578484548589277,14.441206266388829,32.417153432851755,21.856955365396818,16.99335147884633,8.306312342515241,10.928174596589848,20.651183286971573,102.92411392615374,19.948779179000965,3.5580074499525245,20.92901143564888,30.520523266015914
19.99293444642336,18.083892012255042,25.100181513862246,25.10438035463659,15.20801934527439,28.561476905832112,9.83684330563041,20.205309615619992,150.08274614998123,27.72004755963736,4.429264997681571,20.75303589235268,47.35904314611175
19.166385612060076,19.844118828522987,31.349509960633096,27.16228732926189,18.063123864951876,18.482668907964403,35.67479227298499,18.190198616443112,97.98421733587425,23.4307611085571,3.612099322427701,22.908474425581574,36.23237899184725
15.945254635324973,20.564741793057454,31.198267561289565,25.081041403201514,16.750644595503005,12.948766856612416,27.178229411900524,33.40845923575463,101.39978680557846,8.932058709120552,3.50093040611279,21.807099156248032,35.28735899131603
19.895603338915915,17.31484214744022,31.689168612117463,25.88311847023666,19.70530436981046,32.53514014775821,8.61041761718583,24.228599563459433,117.30321148215916,30.280556041272664,3.595577569088637,23.03545005891788,44.29573266876001
17.44407893964908,17.55505259974777,36.87394202533054,22.970144303701723,17.802321611002785,28.170478753743133,39.63750226330027,5.181375332628152,63.44427366174331,29.308555991298398,3.8529931902207917,22.484923745040803,33.345944120817904
19.697665762402696,20.884012104040202,34.23697997939488,24.388373941423946,17.336051080680626,10.373864815749856,7.57954494973756,40.72630985414155,138.3083444096683,23.815832048367614,2.9660258892272653,23.046439228451977,44.63210559327794
20.869620799558493,16.665102581434947,29.84697797583413,23.163191803847614,15.637918386023124,17.044079016296404,32.33632524426852,38.18587270084209,95.81346210869356,4.593752957783696,3.4892400097175655,21.237782416123625,39.15028373853921
19.058006340885214,19.24459740626823,31.509125852724026,23.12536710336483,19.2898244512082,25.909517799089766,21.880902446784503,19.285130294069038,129.05395990692062,26.319523269509926,3.317851287143906,22.333577506521667,43.727970308602764
17.453326878516737,16.932725367713232,33.38360095366471,24.102739678154922,18.44627059029711,11.86485165591275,27.280866802668207,9.466057818606217,60.7835999386864,21.80772312225477,3.557337454934697,21.97177313045719,25.99415297004927
16.898809934559594,18.72164006090264,33.99877612431146,23.06761841531761,17.081686752121403,33.257812486646735,21.428018411054786,7.793032396298607,112.81345952911158,17.10552104899385,3.8921111423425945,21.894414568410134,39.197276876347686
20.39373981065883,13.390761534492057,30.04961875794277,23.27496827699488,18.072626523255245,18.211038604507806,27.657780159390935,20.40406455240003,89.33345780468893,23.338425669265234,3.662171933233129,21.23761208945256,36.489948302454316
16.767993795305976,18.07796216362833,33.382456579813606,26.55956478815142,18.037552198600334,14.45512531039107,18.58467401900118,10.854542371977256,49.286853460903416,20.277618741817278,3.813875144153975,22.537366172873288,21.9210139674095
19.0181620158727,17.006209074499676,28.125280152917227,24.803842290331332,17.539702985585432,23.387280591520664,36.647778259715686,6.413550665267257,88.37205725086345,3.1693420774533876,4.454619051210222,21.223570239704614,32.09194079776668
19.313338410548596,15.270998117153185,33.93046957646101,20.15150386885556,16.681918195805675,22.251254412892578,24.983313203594484,21.589794078220102,67.35538461420634,31.246715029673485,2.5075428755178337,21.227039271539322,33.97441346316001
19.824078837260593,19.757076085964673,36.45751614015453,23.586610139988924,19.013344858037083,26.296014878349638,32.29041728375447,29.25088608463303,111.96585363587394,30.399177455351676,2.7391341530631292,23.74431654497873,43.8696161403363
18.611029199751275,18.12745561049952,34.215104467547675,23.022633857185593,22.65386259254357,16.93536550078606,17.48880356002853,30.433803899379587,111.80699892387968,22.90713273924057,2.551700727425261,23.24495898162778,42.222465209484184
16.68747224133448,15.647633350990024,30.07964611706945,21.105589778751423,18.14364490527328,20.431087896450904,25.350966307685848,17.730245665171292,78.53151915125213,5.655790784390284,3.778392993850741,20.381177718707413,30.243672004317197
16.907853855470055,17.528535306772707,34.57997411409787,23.98615953873785,19.375383529474362,38.59205313205131,22.88774294959715,25.257089427168093,109.25855689794561,23.25964336971561,3.636918435698012,22.46466303006807,43.14209801199712
19.216770985172914,16.96062455308196,28.624634745977385,24.92799056152325,17.128253990593016,27.094397895261718,18.68002145869074,16.5330534118505,96.77833307585381,31.635253246677483,3.3934376611954766,21.28857963423983,39.052629147291654
16.95598218341125,15.910403202933036,31.001624689264702,21.385246228970903,18.23806586938441,22.304390935518384,24.938941768360706,15.864593326055923,75.21654813254095,6.0023491115336896,3.8650869593236763,20.531455627113164,29.199564374077426
18.900005387978567,20.339668629054177,30.756629664284084,24.931110314103766,18.143276562209508,13.101168485573979,11.72519620859711,25.11969286069861,155.59622372044893,21.227221633921364,4.181408936815275,22.80208847929314,46.25910857850493
18.71544000479041,18.45434726673058,29.926517251748614,21.897444343924988,17.147303794748762,3.357472365351495,15.959506734317031,26.181499632673436,96.33083914103868,30.191606844574068,2.460949618501615,21.152318099674734,33.890844707368124
19.027669749240353,19.880569294791723,30.765197109120106,26.896182588745774,18.228394405272333,16.913137828313115,36.724042842073814,17.975959626376607,90.02579629169175,21.90222736504108,3.639008691837845,23.036250703070465,36.82638012765865
16.070241969659143,21.10590271127643,31.59858096851347,22.634198355485967,17.388271596707924,25.3706388419649,23.809221041332993,20.22985668896597,139.94764036314115,20.927993652813758,3.4434404523487676,21.57091082796246,45.798963221485735
16.995544346719466,17.892058543780077,34.51478964727256,24.033065572012088,19.488784592294383,38.518372424436,22.11220218866441,25.343636082205723,113.32006449086671,23.22106121192027,3.7233549029461077,22.3593701961856,43.791911281161646
16.502898428526525,17.833162992346843,29.5724450249042,24.774791634927134,18.519284529315378,14.574715268783624,13.429384517802662,20.8024867848871,75.5190269000864,18.504425235506694,4.003105874855976,21.578415749343367,30.02565801031587
17.28820949334185,17.04322215355229,34.121890674407766,23.571379346450186,18.55555225775684,11.37357808758622,28.76219257913943,10.136177988818892,64.14639593442638,19.69889483427876,3.561576019505199,21.899748475920354,27.62211590795281
18.123168073658405,14.316015720057473,32.696672152916754,21.867814294655542,16.721793975243024,10.438582529536724,9.696462593709747,19.96879019071542,99.92541504943348,19.167073921709825,3.5745806966288693,20.81313405450398,32.442579498011504
17.35607931168342,18.108017648068476,35.00456490887308,24.010346129913685,17.755118063516075,3.048222901518833,22.683454405713967,5.781051187923709,34.27265492180589,27.459628773150456,2.9706862119003006,22.568997299737195,18.268694935646312
18.561483456144657,18.651722763016828,30.236018074787555,22.139788761294454,17.021665903273338,1.4155593929514747,16.55452640463209,27.473091590067412,95.80737977614942,30.021410340171222,2.561140327601612,21.25380263438795,34.86825539655121
17.378049951672942,18.0541823655327,35.42081052123384,24.223956722643756,17.99973682133722,2.698373489394242,24.502801851323838,4.213747408843526,32.826315534860925,28.86649893822576,3.0706645074512613,22.701071458329572,20.13412256112494
17.59140178608713,17.194668625623752,29.74523125727407,25.035857473552262,13.616647317600878,28.992451243205068,31.728398854180192,-1.7581194289220048,134.14630563444555,22.527806307071547,4.1995665988567366,20.785621146835695,43.70421374249717
18.549875187548313,17.689081305061464,30.69707024645771,23.275317244770786,17.530785156269854,12.327812031719658,14.02569990713333,28.328542209549795,108.84450598640584,27.118073530707125,2.8149819133776113,21.717139595174586,38.23048851240932
18.039249555883178,15.360601134234095,32.457310850491524,23.567079744330204,17.38142931636458,35.439740561357176,5.885736578597192,19.510512264617645,83.64358800070805,15.46909150929504,4.238953786936484,21.488756114975093,31.790940241137925
16.96017944554368,14.367855298829838,33.44781979216036,21.914775935952264,18.756000724854214,7.198130272287784,2.2031431694287833,21.492229876560437,108.35268909347434,17.161448599850925,4.028151874686262,21.019463765035926,32.15533399836253
18.110757159883605,19.25942674591913,31.321133822995648,25.171026696262196,16.922746139104714,10.08002068364093,14.142559713823129,9.307363289477868,117.60874027638545,16.59955879533416,4.017229337685304,22.100899437937386,34.19471609251453
17.881901335606774,19.323069448939044,30.869020600622065,22.131301954883284,18.62116567987202,23.39170571078255,22.273321204627706,21.148608899597647,97.34033116550071,36.47302723685696,3.1754922129192127,21.348701650012746,39.83025736198054
19.174811721638783,19.54625418233681,32.740372299413835,26.365234435718907,16.118289116885858,21.429813276382706,40.31403339515776,12.198050677197774,129.0502699016556,14.052433250380096,3.978508774039401,22.610307395356973,42.23793282924605
15.269259216684482,15.805536099879514,34.834328669027286,25.472472794783336,17.61744999494936,19.681413859498996,26.148026090507216,15.315283763739604,21.42994842956561,36.35973588445226,2.8687262359497567,21.57385142587613,22.753754363073757
18.683657950060276,18.001651602732064,34.44454644344425,20.883652063366647,20.834841953121266,22.26333400973396,26.62907481511764,0.627450845306073,78.53885978780238,17.040765768775263,3.3855901413687888,22.61291714302173,27.96190026483167
17.04036421913089,18.414421306960485,34.19036429745246,23.37674020499228,16.95892504772055,34.61938242519055,22.553066209024916,7.380005869252153,117.79518513723113,15.676899966032348,3.996970355807883,22.049519910581537,40.882559371783145
17.302334187562092,18.071279299778837,29.63837207724669,24.552878758793543,17.27170305919033,6.600299828802032,45.45926542888553,35.523361800808786,122.37657327610803,23.199756039905353,3.2532553958036425,21.242582137523005,48.06702321037516
20.258886789721355,18.746191561246107,31.504113537962933,26.23236618851147,19.722652494394474,19.401603536212527,32.52145093880706,23.515516224660537,67.11034784358324,32.825805182213045,2.693401772947448,23.24300910569333,36.32157547544354
18.462558723777942,18.74734356247453,34.49119446263937,23.182073919206648,22.80136207748383,15.109688918395506,20.029349650677553,29.31207320531083,113.00592867247452,25.223546282094304,2.5129767084076855,23.473385836704097,40.39360219656574
16.61388161878698,19.240872219458517,28.602043347900942,22.10035135964326,16.174007108094337,18.414362626337933,29.435884152966587,14.052622963318955,94.92999781454584,20.79176266761751,3.309908841323918,20.69991986035091,36.49273850063765
17.325997393812788,15.663426121796356,35.955202961128755,20.50591790593939,19.912611944145464,24.765869666715922,12.442031981773225,23.85695518533784,141.45633481843015,22.248422217531832,4.244385165236506,22.074973521096997,45.416495910806105
18.560958497596697,18.275435077547737,34.18428560362955,23.184179108491172,22.83031819682171,17.456293259264434,19.52729252645505,29.593208067774945,116.55782731407581,23.675272385829416,2.5477983462941314,23.308014458016736,40.46936565488712
20.923665368801693,17.72351892714248,35.79664128871819,22.352774813208313,18.539637998050214,23.321332425330162,29.717866220240175,7.654294573288827,59.22977051304301,23.704478546242214,2.959141360145048,23.115614780077216,28.294737179765804
18.463078033376473,16.43963934389391,28.794687709750526,24.52590286184183,17.78302101258159,14.56230387690666,22.226611669485965,-10.058152282476609,146.41865232148078,21.34449290254394,4.645139902794679,21.043034700975323,40.773866920306894
16.837742572579298,17.456398673219056,34.54075143516179,24.138321439670413,19.391785545762342,38.876410797726386,21.954541970410848,25.026431537079528,111.98170140371019,23.22407851340437,3.6298915837655783,22.430199098158205,44.59086879401111
15.6299978028753,18.184281835561073,32.13155903738683,20.12326458622306,18.492711485179992,5.124748072012545,12.49037570883218,16.171037189817874,107.68084442721029,20.955199426464,3.653681370558798,20.773902374640244,32.33840416032651
19.611561724628416,16.8447882249627,34.68658437658072,23.986463941752014,19.765663660454656,24.74878460872438,22.091178343797367,25.582266032628542,66.46812908563163,24.644336616976478,3.094022954096223,22.903458910299545,35.774633299537655
15.39641167617645,20.311795000281343,26.90739699421329,20.708551071851794,16.24765764483681,39.71258145165178,15.57408206557515,33.66823907212166,135.34894357411525,24.413350948192914,3.149043258981491,19.931925951469672,50.46397121073528
19.676733568757562,20.421932099535617,35.62719436026547,23.40536395136104,19.193675079047807,25.47501392514754,31.991143167236935,26.391790203560134,107.4930455047126,31.55402108018376,2.7143061085708964,23.63110682858936,43.37734240698298
19.67487166374349,22.408931605381728,30.25260255704933,27.876887184862376,17.10192501159933,14.351798153043076,1.8619276962665277,17.907221661614482,91.32857045049441,22.189018449783358,2.8770383238784003,23.33411521239095,29.53900048257534
19.68671233296097,20.21070111414067,36.01402289960522,23.366941355241504,19.15904461336298,25.992894179372133,29.60991071823964,25.05874028143991,109.9989299180309,30.94750344148962,2.652763031099841,23.823638283813583,44.139126908275976
19.790546362607685,17.784738580394695,24.959175308608632,24.762290321995955,14.763224235133872,27.82475103173771,10.562832627918203,22.95804534720326,151.06627687323225,27.893786788539654,4.3959102345149725,20.54752783144953,47.467115311859764
17.324655028307653,17.714490313510733,36.38971314895071,22.89161009616915,17.800207432782877,27.839063655073765,40.56547678772629,5.101046313843947,66.26274701271703,28.68858655148536,3.870689267526229,22.616465620631388,33.299032591224666
20.18362484920727,20.663990884786777,37.85371586660314,25.32142212645043,19.720754068505748,15.982799539863377,21.915508865359016,12.488064182545918,68.99026795628961,25.492735303970044,3.0103801776891945,24.862349699252448,28.43783731233918
18.863013351918564,17.86311754874661,30.711791181678066,23.258487566241175,17.709943220478067,13.495980090939085,14.014596352434104,27.370572859584883,105.53928506268286,25.92084337834394,2.7860784579629416,21.32361757579407,37.51102812654183
17.579151810940218,19.707459647884022,31.746409492941407,24.78114872074044,18.6465402508577,5.51426305405326,19.815201691754847,53.16606947011751,73.22976336967716,17.45141685212196,2.9413476826194738,22.603481458024838,33.45212458254735
16.450199664116127,20.104607887747513,34.775200697902015,24.790743953690857,16.787285794870787,16.551616875590938,15.297452691477552,7.634347786082814,131.1926299762142,20.67145618448939,4.082785488607083,22.72995923822681,39.53137376450937
17.659370058319205,17.348548727433457,29.40583976071688,24.856702650819233,13.662116493392569,30.432132027977573,34.15456532671428,-2.8124934161538304,141.39568269492042,24.104863231671153,4.217262557102676,20.76842345582064,45.075700282462705
19.631186401340756,20.181277959851265,36.511968098548124,23.071258454522404,19.157137734374363,26.724567249382694,33.43475146225087,25.743291631572518,103.00174242230874,30.499452105828436,2.6715222257231694,23.582966474428996,46.21066357086337
21.739781920168312,17.5716188661922,31.47480930571121,23.994616035724693,18.728231787545013,23.13287814675295,-0.896919461819587,33.84569959957586,137.05748544062226,23.45028066426789,3.497809646309814,22.51391066470614,43.226344662499216
17.53365954993566,18.285878575246826,36.53319550386244,23.289418928583537,17.948951731782213,22.15028770179657,10.98638445810197,31.06022934704662,53.14867983537833,24.29270064692252,2.7487280807132444,23.026579064323194,27.838538688549654
17.948194084456414,21.209115251233023,31.778573829958326,25.383033124920914,17.664298416664536,8.53375326399309,29.051725569120094,21.192639309926342,111.74972912822912,20.506902453404184,3.4611673122160425,22.706039973501287,38.17326840177186
18.689760538925366,20.504079896094957,30.717282598061978,25.001032660210576,17.94073337060413,10.66678163224924,10.38662784487794,23.685790154553167,161.87478760906453,22.224235313395564,4.147704306271926,22.680310182560373,44.70378560156416
18.05667744139126,19.21076222716061,31.874350437018176,25.480380265337185,16.825679320566095,10.002051648351275,15.01504959426417,11.198873743296035,111.61598095093282,17.942743083722,3.9996441454230194,22.27269037548074,34.35767716129866
17.322272910921853,19.97953459447193,31.424760085824598,25.008741175222667,18.66392559009112,3.02346323825096,20.318022516917434,52.16486585300948,78.33579938973116,16.974448484945214,2.8007145516350196,22.330165027704805,33.869694795664266
17.158495856883825,18.806616569095105,34.42893861791977,22.923431324061657,16.985716629821468,33.84935291112495,21.656372772382937,8.79396250152686,116.06862098902768,18.75379724535058,3.88341881906711,22.219435296663413,40.611158959145335
16.410270239578924,19.00383222860167,28.321251316750605,22.156431302910807,15.864781322989911,18.709591344305288,28.460929015757802,15.715284066469936,97.76824948024982,22.078061983405885,3.3141291440029814,20.232115066190616,36.785695091996566
17.585630370510074,13.494861264280672,28.692042345448115,22.6120226541844,14.776043716618513,30.548747570989356,21.581244092017588,21.71187240088465,116.63628489522866,20.6748254587433,3.9052992151666053,19.395277932724742,41.77280963363858
21.347701593268877,17.430004031134622,35.23823796568706,22.84162455831703,18.738046514124484,23.50944246773016,28.14149369482663,7.01981004370633,60.82043372397045,24.136082901895122,2.9436010093776743,23.05032720181729,29.54358291303427
19.661020498738328,20.531786293880714,34.15862350861818,24.19071787413133,17.316538548034615,12.215440097322867,5.456525139819794,41.43362469834046,142.67097298540577,25.583055932703967,3.0273167036736033,23.172672712999848,46.08798986312044
18.818097983257783,18.835926802287787,33.24722661922084,23.93651018810354,16.755635937061236,10.589532773185406,34.120718680265334,16.05367351337665,49.47074250673451,13.343284764641162,3.034303072261381,22.35907191494336,26.026149736081944
18.153987022549536,21.13822883694975,31.53823244828157,25.553434181785764,17.741921602009914,9.702697258179185,28.302164732023897,19.69330912668129,113.71404360131515,20.378526235819187,3.331509460451246,22.737537379251332,37.321260952908126
18.965824778998602,19.40535846740609,31.157074491536942,26.835775207017583,18.505636068336308,19.716015307722827,34.407730672129496,16.908145001477866,91.49022293227345,22.985300037482563,3.546072841959188,23.01564162393048,37.34999194252158
16.125841991199284,19.82463677675979,34.490363155531455,25.099984102330566,17.088435461123662,17.41974728462472,14.801407130819697,9.215879931035222,138.77599982026464,21.727721510145525,4.105782472901886,22.722502049061294,37.09483907395356
17.54141295428501,17.591053271614257,30.29399630810878,24.941175814561976,13.504543609644065,28.854137538007713,33.96028387474787,-0.17679161727097448,134.41044223912178,22.533974423970253,4.19808091835376,20.715203615778897,43.992799595202094
14.544055206910908,16.469313559228883,34.074023526332375,21.501775557068754,19.497231859365986,12.868282817910247,9.452089460752376,16.009365691911803,124.56999800188511,29.158989654014764,3.0716085768481562,21.201616890914714,39.00043629466395
12.021127064604796,18.53368550817548,33.318325615294945,19.022001401892993,14.214460023063907,22.182286164863665,11.413071598001144,6.611832518373767,131.5693070142572,13.575326881988499,3.8543406122979236,19.551335533912567,37.20052039408904
16.870929811410736,17.94825314724042,30.01321246914943,24.86750805312885,18.572212842343273,15.808149929065154,13.830195095924081,22.49762409758099,75.47933942955972,18.930657966979773,4.0749528674643365,21.641751197842844,29.384230155578305
21.114753485299047,17.36181582072701,35.63954859088444,22.559216910569525,18.454610404053643,26.57801184030914,29.09517193791364,8.34472054115901,65.00747011013601,24.30181483566458,3.0141233856850596,23.06189347111005,30.207633460517574
19.459881840637753,19.068608742224704,33.340547257938,26.855879628895956,16.073467659140366,22.26764383349094,37.45023588062401,13.105794262623814,128.59529132719157,14.671829008564858,3.9947297573837006,22.78278580971916,42.840502016015435
17.500187001373725,20.677384748279504,23.876439051708005,23.92321399730632,17.35471630433888,17.06036186442699,15.634238021334605,21.229068935244353,63.087329755561385,26.948921399964537,2.9562025342821143,20.73755792222197,30.68153469004398
16.630472268743077,23.251104023510116,35.49873285591277,24.242249880006764,16.080259400472805,20.69121721615359,19.15887660439921,10.708412334599622,56.692639556554674,26.59931432871941,2.7407240592916953,23.136386758797276,28.363167373913427
18.2145626204261,15.554728654203002,32.52686030773265,23.68287914897402,17.34306572683566,36.30788631779301,4.724712024154199,20.269565458757626,82.1945498826344,15.604885963632135,4.289890676837069,21.408715160867867,31.273144417352594
21.573189503288667,17.93382447690099,31.906739552822916,24.133036801868965,17.299667722401967,27.710482081991767,35.77482223899681,9.764320864742748,65.3860177631025,22.122923241733407,3.1371964246246296,22.53591180821018,34.60677537065099
18.14657297496903,14.538528501061041,32.04978652864299,21.867285617342077,17.022753083698777,8.865216782017399,10.096868643394268,22.553449576898633,97.96332936119124,20.550016877354953,3.5880111625533053,20.905681273507273,31.868479849536556
17.130494860969634,23.51591970336377,35.510861674196,24.280951163347524,16.38782207070885,21.542544892087562,16.786740552463087,13.515621970226444,56.27265412141411,27.8946418584137,2.7137729661304064,23.194785838232814,28.09539566426995
17.656827563519293,20.815709815319877,24.031831793628303,24.019698151112486,17.422852065800168,17.247718903183245,18.06766333882318,23.33085995470186,70.38611513288048,25.93846057571164,2.782212618452731,20.6601737808341,29.6655452256459
19.52631693752663,15.66781914442305,35.006090620377734,25.375820482760396,17.857956292390977,2.838961922042351,8.135777833343475,34.162069067980354,143.2217996996581,16.268494355419655,3.8439569492832035,22.870438715970497,42.24202418012403
18.92636569226188,18.96236367920893,31.262846231685636,27.02765010621709,17.97537912587938,17.14192039749658,33.97655878057133,17.757893469289822,92.76400224419446,22.253983407395605,3.544557865793607,22.99882936192767,37.13227880065708
15.875135072768625,18.360090469526646,31.70705581456128,19.9469243674234,18.35481029076469,4.632926669244194,11.668839091559256,15.786858960745612,109.64716588416236,22.123239689004993,3.6311079596395577,20.749094726650288,31.68580670754468
18.241442537816667,14.438192258544229,32.85669917100102,22.109173897197337,17.26691756510152,8.736866126431288,8.220764597133744,21.202897235573555,102.03034884174338,19.977509682294105,3.634734227585411,20.881189087984357,32.25835159923483
17.36413594071389,16.81506211085499,33.14270559893484,23.97436580101894,18.572973860072505,11.54223560229472,27.990181750975037,8.151459373462826,59.642510724540976,19.16808107640677,3.562586541445244,22.152918896759076,26.523453124668617
17.346177406443452,16.59324989971445,31.853944534537582,26.191278630322245,19.591284353167847,13.2195413814145,12.042696372878009,24.11143846278897,89.6392642013378,38.75513994456078,4.36923607518483,22.306417124328267,35.59010131528678
20.837603715594064,14.947673996031286,34.643106822376126,24.887651247321458,19.629517314627485,-2.2473932982253486,14.719112429177004,20.28794450578327,52.7768840512296,5.362744536055263,4.060104443577494,22.834018366201132,18.30131022543999
16.981425391028203,22.931525620040233,35.16329239111316,24.521427207071966,16.27241185172758,20.67280052068315,18.35235658249427,12.502393899526776,62.83443885644777,26.054212881571353,2.7787721297125816,23.084957078679547,27.841884175715585
16.192442010518292,19.762639510275843,34.30030504564997,25.258521754043205,16.456416787761047,14.995818448798293,16.177006112662294,10.836876146313443,124.30039810629779,20.015956969594978,4.067442676326502,22.401716718628844,38.60729114683972
22.024597781586653,17.496340980139426,31.752549554973356,23.75546932085898,18.653605574425782,24.25688200836814,1.6881490470923506,33.69594304951683,134.0156863932762,22.574127326611393,3.5329827845947213,22.59761889124433,42.24544228698925
16.969337045281957,17.94425025980878,31.05936882914617,25.24850240855182,17.996025259321257,28.99179870382394,26.041265543834367,14.093085902082686,136.2906214413035,28.172343433648997,4.012345088410567,21.772911382994945,47.332221090098656
17.944187842936593,20.900155125439742,31.79224354690969,25.669143016891468,18.036056243904863,8.166878129619768,27.065519734854565,19.901192206432015,116.64224494912759,22.00997830619975,3.3961387439231903,22.916448776086842,38.13960332941507
16.900992279599638,15.513186585028148,31.474187053451786,25.977527213705308,19.37506627945083,25.28413030082238,19.213708239250405,19.33670598770789,80.65215228581407,18.72041009361684,4.054458108547036,22.057653676085387,33.821472464762394
17.156021570443457,15.772692458541558,36.41351432122617,20.323052647720193,20.039578606688707,25.37727600039511,11.78669762225846,22.20806753347429,142.83926075907763,19.870022466999114,4.348676404955123,22.00947499605522,43.9972522053231
17.90593792433065,19.305836017058663,32.141168088076164,22.630397030874544,18.4443344283887,16.526037378133587,25.35312833408387,5.208938647902399,117.75708214231088,20.521707036208632,4.156672863562127,22.242129713917063,36.05724012987322
18.52309406712049,15.88531509497356,29.60762487062068,26.252707999689722,19.5270691957505,33.5417515863228,21.316066110235614,27.137819123526576,78.32396493208996,25.307345659121903,3.6674866939644915,22.03211553885324,38.6792608987999
19.028002227145006,19.706952602322673,29.74676414030938,22.691835351667248,17.99397784023638,31.841116763035803,13.975079741373358,24.309116336924802,65.29641377156781,22.20504516740665,2.9129868064879356,21.71080121382696,28.98463214897017
17.501093044617765,17.60378709311599,30.52433206210077,25.16045290515547,13.806603983132552,30.04120633542805,31.612108349323965,-2.955739740765293,139.81618516844415,24.008419780764953,4.192983875441314,20.68107128495661,45.08993873046346
16.848213434229677,15.659590338301362,36.64514140629697,20.550771677718096,19.897032069502643,24.473546615487862,14.007113764880705,24.952790289012075,141.38847886835663,20.336989021908078,4.26352706404934,21.889523065261727,43.630214808212116
17.07604315107484,21.1111803917921,38.644500588444096,22.51195047201054,17.053132289687,20.45781326821126,39.31355877991312,32.39467566397135,46.36901305241384,45.4015687050341,1.360487984094276,23.230213289411193,35.91177298422648
18.277213413444176,17.903113840218662,36.51174049191148,26.022082047788373,17.886374040670205,13.376044354350864,26.001270239849315,30.602324231085163,87.69721946224321,21.50407900030993,3.2900013168310185,23.2809460779625,32.54665159799782
14.664163267340715,16.640735538496976,34.446908539853695,21.798598907891893,19.386183023157027,13.052806177477327,11.909326771035786,18.003545971853065,123.0432305814974,29.638536165842172,3.1763869922586427,21.353187417642662,37.74052392804277
20.38107968431716,14.209175932229682,34.90072443750086,24.489708998459708,19.50160896371137,-2.140512382775752,14.718644809646799,20.10577857323707,52.591704495646724,6.9801310806765136,4.083739706568163,22.83837485875081,17.17213346726766
17.87391280559487,19.06955904516945,31.054923817109163,21.604627901421164,18.45373096365344,24.2442154094606,21.046249850069636,20.98904987529734,99.91922856016484,34.9772405015827,3.108768543417591,21.58513650965097,38.33298978077871
