Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Apr,Avg_Temperature_C_May,Avg_Temperature_C_Jun,Avg_Temperature_C_Jul,Avg_Temperature_C_Aug,Avg_Temperature_C_Sep,Avg_Temperature_C_Oct,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Apr,Rainfall_mm_May,Rainfall_mm_Jun,Rainfall_mm_Jul,Rainfall_mm_Aug,Rainfall_mm_Sep,Rainfall_mm_Oct,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha
16.711968407828902,23.154448118509077,35.76881834892714,32.066043135088506,30.220945632495372,29.266442194322572,29.317310393483066,29.40107417263428,26.654988922463765,23.908201557928194,24.26101932751191,18.824942883430293,21.77445092238838,19.57693142929994,14.301791959277724,39.05748715776129,39.65664244988786,244.7985615382477,331.4823850965787,209.36597374138898,266.29621412484164,116.11237267045706,56.91872435188253,24.840584374078862,3.3613808027388816
19.973436021586082,17.26776426839639,31.191704584213685,30.366334830199097,27.58677743700152,31.25309688048878,26.909020756966132,25.612134092739367,26.412992420369704,20.224781995305825,26.096803155793502,18.330039001551405,33.14165935486917,4.769746091683692,22.77454069169273,3.922000903776498,21.154956541551936,251.6601007720888,371.9440115596077,192.2400944257822,243.88788123919008,98.99253361304513,64.71038405135775,23.293593144657493,3.06472966213369
17.228502470996016,16.14385226151875,37.99296621138632,32.85733834036948,33.76655401289795,28.562965343651346,30.383052731116834,25.699540974911965,28.03208639431451,27.762641437211304,22.450356853311167,18.40526199709255,16.058144415826494,23.155090599449856,8.875475018945746,21.63983295377712,20.345307982776365,272.5624226567051,356.986062321738,270.4607268870098,276.64226803732134,109.21061680020172,117.17110981531523,23.7476178090698,2.65811025806887
19.864661738659283,15.589326748387547,30.760938494963067,31.117333338107702,31.733833925448522,22.923201131737684,27.42786562737109,31.640732616371217,27.408076498489827,29.20655830607567,23.737345916882223,18.236354003890916,22.146470540222126,7.857927930846056,35.315856368577926,4.8370893487594016,17.89756052166638,277.07362048450824,314.48289198751684,339.18078146200753,223.49662265913244,97.7747145430455,98.75727508988372,18.29499522751347,3.399430315995933
18.51400308983756,17.18138848527339,28.417069993088806,27.178187386305456,32.02765801067094,24.80800226198782,29.391558384215035,29.086876057069368,30.502452013138907,24.636394487634174,24.596877358682235,14.963555040756713,26.42390732385343,36.79740336848113,4.851725292140563,38.92468098184237,37.861795970711675,253.0729979788638,281.9022595305463,213.986776897607,310.5121339630673,77.23950687710295,94.07234856092921,19.109749104181027,4.5159079413424825
16.927585137616504,16.158839433525802,32.64904539316093,31.016058398370134,37.31933823769475,25.474808021073056,27.046194166270535,28.365576074034422,26.41985051276946,22.230753513254808,23.837167565567402,19.402798763350372,23.243992353679662,17.053667627932562,23.608077687705077,2.426172935850336,33.30408292819734,312.0193261379393,291.037193320964,262.3287718452291,241.9052864768715,79.9926613388216,77.0133536869704,35.926283447192795,3.3029938412533784
17.27561160214203,16.19399160643544,33.54069209472612,31.034637966450855,36.91324543117746,25.288865252318008,27.12461839907453,28.536425425852077,26.457431894946936,21.682203430920286,23.64785563706799,19.30789483256549,23.452424145098803,20.499608393979514,22.01614205156797,3.959198915469145,32.73172998347325,316.0259298834516,293.41975308703735,263.96789666407483,240.5089522266991,81.35032971068335,76.03428936089533,34.879677213180464,3.352938536331938
16.642601662338986,15.668805679369477,32.2802149598093,32.14018393705952,30.520153753253723,28.512947557294517,30.685547518475154,29.991349904973486,26.447213615342942,21.574402914701853,26.283118124669645,20.627842028587246,22.376335348912402,19.214222535061594,18.20740545009541,1.963336812087927,20.25244280519189,229.24031490574154,239.88216178006047,304.4225195650308,359.5840270415427,125.47984073234261,79.83653181505863,19.678709163581665,2.9760491580762687
14.005510885284885,16.600175466209777,26.33950277830419,28.721004072666382,32.79545158111851,27.143299938645058,28.382128039544867,31.307863142683157,31.2991297739685,22.23825822112411,23.409985831438945,17.688992112157884,30.800573439416105,28.790526950830152,29.938736058768377,25.68035764253728,11.313543649962893,312.9842698894566,306.43041830416087,199.14287033159655,280.2170905614834,55.026396518827504,132.92680002946292,36.27980986675519,3.396951388560242
17.89367218463565,19.978270714584134,31.29666790997515,24.01542947158953,39.370475304668105,28.084636666523394,28.134562906960383,25.26295216176754,29.359006468640015,24.663812536529996,25.180337509311883,17.476745033215433,9.71211856416893,16.04450213208946,11.039318194247635,16.268720090913384,29.138582645518053,260.4787592399103,310.36599079929823,342.9497177875736,321.0776149767818,99.37921508931196,118.28121613957197,15.425927764746978,4.107966568707253
18.83730199623569,19.78640190307403,31.802021260716188,34.63117520555232,32.69660340910237,30.57449581270327,27.222524577234143,25.380804594326946,26.080680047819712,23.43222079140784,25.16553735604507,16.53877147636668,30.609127369563854,24.240275432483507,2.214213584300692,22.312299847581993,19.052087777613846,271.9956672407034,329.2437378351691,300.76849666461624,356.04855565553345,106.23941066921176,43.86335925701796,30.880694597959028,2.993759998433319
16.480572413046257,18.739302830920703,28.483892867414106,30.513338691178163,37.53259133410346,25.36296291321883,31.99948884940539,25.086846341781552,30.672110383304915,24.744654107985554,22.02280056011051,11.523596313064989,19.852314423490885,28.538180744991585,15.447202397039971,14.263549864833488,24.972890168866602,331.5159124489787,338.3367456065786,247.66140475097447,243.07923359121554,121.77303849918053,102.20216051440188,10.19905205401816,3.479087989488857
16.877783012683928,23.04092507610752,35.858558003237164,32.11060434863418,29.631328759263933,29.264365234050842,29.05903123193735,29.598715015851482,26.417663830509063,24.06609838426116,24.23642935864105,18.933560279121618,22.262179727845854,19.561891790633545,13.20609066085549,38.56685652735201,39.351533244246575,258.7333555673714,332.8096819104858,207.57023126028895,274.7799778452487,118.23402268040614,58.32997061491071,26.42551992946543,3.271974143080007
19.530878620131176,15.171415565475012,34.203451019519036,36.26132584294498,30.350969925913954,30.044772641710615,24.491105164305445,26.206001582694263,27.28203799041305,21.868123126058197,20.091163932183953,15.850140712858073,21.55383694629998,25.293352168359835,20.938423318508338,10.782368277905443,-6.562759735401514,294.8156085774115,201.91330617705492,321.8265519218526,243.26210949899573,62.30506463213763,68.1048198810442,26.940491970369635,3.5906207043054508
16.900848322762233,15.771457164089574,30.005199852303598,30.02970687697076,31.436018555084846,29.689206486038977,28.41344787797733,25.55026925545817,29.186949423560844,23.841510578926375,20.91693676534733,16.758539927331316,21.04038638715632,23.41380270661015,16.722298283778187,38.01241749585306,9.522029644632784,220.46249013896306,171.25623805977168,288.9074449533394,284.01056768637056,91.08154357233785,78.06870635504221,29.93543514315414,3.247659171365923
18.171829955509345,17.400417616757853,34.209532533055594,36.009444122598644,34.84603016068848,25.949576118005783,25.607360375103593,27.414798575417546,30.62096517182105,22.749508315069033,20.453008887877374,19.96036852619579,22.889585181800268,29.831552730918858,2.8668951687527655,2.2542997367950264,31.088607920210485,257.6717973046048,264.12422097723424,321.9133121703954,346.3110294948656,92.00211640539182,82.28588528769313,36.41210178697732,3.3003980692318025
19.989463200359584,20.785920672886856,34.09913748906491,29.160133616120582,31.866649889080996,25.013769979131098,25.96048978720439,26.232389454376445,26.613242187453668,25.626565986332537,24.5920831909058,14.91753058583203,10.491386618258808,7.239419614261279,43.82586116434857,16.33441857413882,14.326897403007058,286.380806400927,311.83421194044496,355.81919583839317,269.52102819835903,61.43701064413155,141.3760634661531,23.27235204129329,3.604305026763252
20.156349848940025,18.361861142623773,31.37722710163752,31.770737360731946,34.14592141016938,29.226331437590396,28.294466875929125,29.417520812320262,29.785135116225216,28.11089676866133,26.187383278149884,19.030697641848477,18.08704257915002,32.187819806150465,24.173214267793295,22.69697817588335,20.308808031231358,277.5335578660034,187.12926033337217,301.25952398064373,140.66950727458146,96.30382118281699,70.12710359178826,9.421047513756104,2.713209027298494
15.503482615433164,15.565051741125567,34.380604895928286,32.49832066569438,36.52086006845933,27.070115882982808,29.836004747135124,25.58849036445489,28.13706291151859,22.802932506281316,25.47129207081203,16.596329433779832,20.0724701977119,21.86430899255141,14.437791780993965,25.220222134600004,16.94159898877247,327.81449649706036,315.64583419993227,297.11437061360584,326.7344332422855,50.57619579525275,26.713904887128578,10.127098300019195,2.9043530880239183
18.228971354551167,19.48566023430521,30.93084844683029,24.362501986744956,38.85104377948757,27.91580486891066,28.08042485194702,25.8707433721,29.463384880826915,24.988800456070148,25.44262124300666,17.045022607884654,9.51051545639467,16.186598891027074,9.966822442227032,16.29990658422584,26.036549255756142,261.56542070931835,317.1152362689809,332.4216663201467,312.25846293912264,98.91977771095677,119.4354225680261,15.092668183297446,4.038138383699611
20.01898815090514,22.02419247601313,30.019602590586217,27.65044502295063,30.352137797542383,24.665660754477365,32.08297595013638,28.44588424642452,28.622035185400044,22.927696589053667,27.81861598493089,19.462115244395928,13.448207626783265,1.1332199773734273,19.540150583997068,15.168888804125938,26.57678720689394,305.4302059686295,207.7401651006769,235.20158931609478,277.4424935507458,112.13893092570306,89.88825471831261,6.972145796537674,2.82239218327749
16.394503950453046,20.56195808873088,35.10068468525803,29.813885673152935,26.67632034636167,28.38157514695865,28.694490810254326,27.77363414470583,26.984500348907567,23.305894586079248,25.075634499812608,13.719550577612969,15.280450474165075,13.317034453818925,6.268508465102486,44.3756794280928,9.05134477973799,285.6220910080246,361.7900923942585,282.66883472729137,315.3096560255353,95.51739869228435,133.22341839505992,24.968379317341867,4.031630958858757
19.397871308611055,19.984474731985546,36.20753049991977,31.854006081512466,35.65195100519531,28.802344231114926,28.428375839199813,28.533166429088247,25.319973231942967,25.322301038137,23.378528676268242,18.709423606134962,24.725231228611236,31.736484406150705,25.41294407248713,21.339004557333606,10.325502151536703,260.37029545796656,341.1524232552076,282.4899748801629,323.1519257576241,159.97342042964553,105.53270114728107,37.242046676336095,3.7416671970084945
15.872917063863655,20.39490913399941,31.084258019281997,28.912262726440684,33.97556153851527,27.38289839465284,31.076048398233542,27.054916955452363,31.513444299826354,25.10693572893584,25.217034230892526,14.809907973999154,13.740910100456542,28.268936935389434,30.257194351229046,9.173474137000783,26.802946046734817,218.6627335719493,191.2939418362962,284.72435203664264,290.95651776501154,82.20584685730599,101.10834444279233,28.506274249613217,3.416013156733282
17.95023796268847,13.706755367010588,28.52826598047784,33.14470665532303,34.62160713547353,30.421668702854415,24.843797068584294,23.637941895651295,27.498826850549914,25.13599305308025,22.291083274626647,19.555093600868044,32.242531856256406,23.272990502225152,22.40229166370023,19.039067557546016,5.267389448805854,242.44344396760326,268.37973446697623,291.78259169819023,339.8239497733046,62.42330815330931,117.36410138877551,32.37221035228779,3.732350608903849
15.260928819882563,15.604008622223251,34.68893727646187,32.36352424926059,35.911262576442404,26.852225876736572,30.03176041194225,26.275014540707158,28.116969436923963,22.653612556349792,25.06513026442229,16.372584968864295,18.727304173187232,24.424276341827053,17.074663937075826,26.299636675594197,16.201251054746674,328.69991590543026,314.13916808001517,299.44135553917675,338.8018319594622,47.47972096398372,23.252856105592222,9.125409706631643,2.958627728821553
19.030045180171527,19.52978303620138,31.982178407393647,33.818532648825865,33.43165716973661,30.250347360899134,26.95212543987773,25.575604930831947,25.807611321911033,23.352345661224557,25.05438748850863,16.870150226816158,31.067214056101935,24.88825356302955,1.861737375562531,20.68406627967412,17.842444216799656,268.8102070043662,321.17236738018653,304.00799910834354,333.55691187983314,107.34901959529367,47.86749149730831,29.134502416751502,2.976769864735945
18.6634653335749,18.2093453259214,34.13646313300042,28.76714089206697,30.133804057672805,28.33617349538677,26.44004307988668,32.400198269576535,29.820605430957368,24.483607986870677,23.2252701698991,17.04572600389122,16.191489091605185,18.712453737285728,29.41693221375617,8.681405916960747,18.493685987024442,319.57401581565335,210.8697560052023,224.7340936671303,287.2420390350605,99.53983471510226,112.82988105822933,31.20366719179256,2.558376012745921
16.858929910722363,17.35816602950763,31.21383913469641,38.54748535075593,26.442180888002067,30.473586667250306,29.56602805154921,26.266288600961072,23.57760017589505,23.467542612693816,25.44366839309588,17.40449258130714,29.24217240666091,30.29962791164031,15.912890825223343,30.228697873382526,15.516656022741598,218.2531745105238,312.24892361076604,267.2324890891855,364.5504952653246,125.81614536940332,141.31863333920276,21.86315041523371,3.267835960113842
19.263668718506263,17.17518095125933,34.690651553435686,35.25595234617387,33.272620500598116,28.328054454753985,27.76034979594958,26.87015182838203,26.362240153487463,19.950442412370435,23.65756712526166,18.97591434792204,24.833371513734864,24.991665914076023,28.333674258954098,28.678020842299734,29.857369493204605,234.21533496747074,245.70902560611617,278.8625459854815,262.7777979380336,108.2703134024779,72.84797709825767,28.361259989944752,3.4902827259240894
15.58565128936521,19.062715540828645,30.066489796879942,30.06287220060573,27.07868051043674,27.968211653934606,27.900166364060016,30.410618810803165,27.955212744621736,23.010707843811733,23.56123025826221,15.651107670828813,1.8409151616173887,27.98785419193334,-6.217983183172435,23.930359260527627,20.303434683000347,308.6440270286258,229.1392236610997,266.03956874076243,232.50855691615635,73.14777782232503,151.2509393045725,3.6246888065553757,3.2942305217466097
20.224806741955266,14.300875862477412,35.41903525628196,31.079771045039287,32.996653927557915,25.303082206809187,28.435588154198353,27.679592648310678,26.972601341736954,24.310257635658367,24.84976801629582,20.404133165126492,-0.7017219920367225,13.463214262263017,17.929839709450242,18.03775733328663,3.845225152092599,315.0097251228977,266.9439150919278,292.7588420438184,250.8457949353921,67.87682426497175,47.75944749828676,25.096047120065837,4.1508235966139075
16.24229885342912,19.167523626139644,28.693346734671024,30.757991436559543,36.89836979594921,25.534194889980075,32.18823572775654,24.948509300739918,30.401590012476717,24.58580060474421,22.074655668592566,11.506223600830449,18.465275540736442,28.491666454413195,15.445059496651387,14.347963758325267,23.71891396825428,329.42330272511714,326.1891884214251,250.912817716728,234.53957112005315,121.30226470008058,96.74268992746372,9.226179160061157,3.4902784266863494
21.16631855288722,21.147133474200963,32.41038929959411,31.264436296205787,33.156222920923724,31.057023598244047,32.65636526659997,28.1399275978476,26.937317027133012,23.422912932542392,24.600791549248072,15.776483110174393,32.79971077650767,27.73288635845596,4.8815637063757755,-4.0729280430245165,22.330986038811925,312.7381412288053,287.12285370288845,275.75024120464326,170.4090616895944,36.969634689795676,65.07152418642391,13.193381646804209,2.7859339475589655
16.196359515106877,20.15391005368138,31.62673210529383,28.54328053890936,34.11818840719383,27.02589566976375,30.67992717777833,26.38759945760935,31.531390222068982,25.010596315011558,24.994521743135415,14.719702346805038,13.650093188695807,27.173383556175864,32.623213154123306,6.889998018215415,24.707385690690945,226.33977106306824,193.40269722383695,283.80716949053834,291.875930888639,80.29403972230564,97.35796634790695,27.943914616179512,3.4394860901607034
14.900660302816883,18.139833776552777,30.6430626301258,33.98589153072334,33.14890884521159,30.090991544280662,24.600959689662083,26.487672685456886,26.89945314267832,19.647892705087717,26.35015767375697,18.13609829923047,23.48804920395053,37.163304734162836,21.725033008035904,16.031431888602967,20.775435972290325,277.6710030685379,341.512923944013,250.67060636203297,354.9063088180422,200.75085180576326,113.36485039518492,23.306924869521662,4.015123888472782
17.842714519177267,22.640271763986906,34.88523087372226,30.260344473428813,29.64999810512879,26.91038429063117,30.884080873236137,25.823446929065398,26.7257384921086,24.141527774297902,27.277627918864564,16.671658223453782,11.711151518735955,12.27665541965051,35.823478700945245,14.522597927915438,13.94179610603358,338.85417542144035,250.17320496016816,303.88940132567825,311.5685393385984,50.76834482666028,156.20483180830425,15.009072083591597,3.4967210682189935
14.806321697928807,18.4769914166438,30.513857175135975,33.75019792549444,32.87113432687917,29.818497764843467,24.34783261113048,26.233232849522686,27.007349803719837,19.845881361178588,26.16467025303125,17.81406167368023,23.53003807628468,36.3674717402884,24.214414765369643,14.813797369686503,18.95680181295422,279.8698325415245,344.99323823600935,241.43993170791933,355.2516393640815,189.8249282023233,103.61722890881634,23.26687693396154,4.080387911090467
17.905096870704547,18.350101551112466,36.41128823505304,35.7416588282156,26.980653316490475,29.108222850078054,27.61529810964468,31.126387466494933,26.387706982589638,23.88712569048257,23.3191852489433,18.157935369316732,22.167808779360904,14.031776016682635,33.746477370397926,31.353897773034863,29.012879536463082,203.81304541590387,300.1992213355672,318.07924114818974,368.1567267908643,94.94723017544334,53.549981854901844,25.011113182044678,3.177681310313429
18.726258926272372,16.941275009041867,27.840495297158654,27.05675428983943,31.81655660548138,24.657721911654026,29.684370274542072,29.31158950656275,30.817814483640035,25.01138134837694,24.637403395758923,14.672193962987548,26.1201612904569,35.64729332518637,6.284332041934417,39.382776648128136,36.878963072509706,248.49010883825252,291.2944069603138,219.43764353786113,322.69361262884684,78.62195977476115,89.94926373487017,17.087040771048322,4.442576193828238
20.236283559908916,17.90270218788931,25.406060870276804,33.96714161513146,31.21945420484847,28.44976739876718,29.169792693273557,30.17242667705438,27.003330032009423,24.583718999830822,25.028434353444084,18.13157842285872,29.231888412992436,12.092438398244468,18.159291966615417,30.29829094559554,38.82704237272411,305.1558421896494,298.6883298497718,254.05894251795843,222.92056425846627,123.73830416952653,153.00271240491634,27.972698274773073,4.405873531729991
17.45670108498415,13.595481022531558,28.63298108494018,33.0011222136298,34.38465977636016,30.26167529354247,24.8651741761266,23.554019730685955,27.23807435108369,25.44052548220822,22.679112359498188,19.538873699886185,29.994100590950435,22.27225956244164,21.597433617392007,18.615032393548177,6.2614574698691,249.33238083478355,261.7371267997525,288.41731104010603,341.49925392373865,54.75443328070267,115.19867909922091,31.434432093895996,3.740891487497506
20.978240162007094,16.110481253257298,36.025981266582335,35.453075257179336,35.46018904828536,25.607169413157166,25.406815604213758,27.123717329766123,24.212038386734218,26.16085000465936,23.66096427578433,17.56704364446146,26.214159608550254,38.34388484657937,24.8188227760404,16.589104148473048,0.5706617760358219,295.6565315925352,226.3171524993414,312.93393018635396,297.3578586962357,100.58121722829956,110.66992344670953,34.2532310626554,2.768604232863413
21.040768325266775,15.864243264885241,36.3966429927238,35.42992667627254,35.71842217341759,25.511614328757258,25.168234067313232,26.658384514017047,24.155153885767362,26.05016159600201,23.121083140129908,17.480942442259266,25.684070972537157,39.28497551536819,25.746213616901986,15.31949812774054,0.6214143277109654,303.24220568478916,226.0620978217172,310.74528686219804,293.76963350535544,97.5648619028547,113.33683692239957,32.931530179347234,2.742927556393321
18.715579271072407,19.761670339885505,31.80555720207589,34.05909064247034,33.726400813839234,30.2876091046619,27.18912401310747,25.36635629079386,26.37378355246054,23.12655970037753,24.57307752077025,16.474191640108778,30.4442523455639,25.3400247741524,1.4054715114000647,21.02795909626574,18.306694451307358,277.7670878252676,321.9519677521219,306.906848340631,344.3185603259343,106.90365731870317,42.48403543272353,29.646596189391367,2.9431751928802647
16.346833370787625,19.546538621691802,28.395268873367186,30.94805115372072,37.69828499840072,25.385263617118905,32.26115981484622,25.059408286333348,30.610571648038373,24.581445080977122,22.487663593170677,11.367962120835703,19.08415640011842,29.63889554944005,17.687989610195174,13.569475188628466,23.741075488685333,319.0761411782007,333.2974810224947,255.31165693204207,251.02112555408908,124.40863521671635,98.00502281905455,9.948656126982312,3.505348824479343
17.465660409146587,16.77641946584877,33.65653667899023,31.943554979121767,26.297876919047642,26.61527287822677,26.395935607640126,24.840532683583525,28.601463423039295,25.263255957305397,23.769285997327717,16.406311299246305,9.659459445642753,26.003365616541256,10.332050001128415,26.96687570135085,25.74582632625234,304.58233687124346,191.00386583412956,289.0524696285688,223.2222979202349,49.37013656296345,60.608202544539886,20.67090688743513,3.713237113472958
19.837506363232716,18.459866893989144,30.145384105540447,25.497340255916704,31.641622542510145,27.872969112233477,27.43396741954189,28.437135170617154,25.978667946638737,23.72065526734682,25.28633727957275,19.982715867750603,12.773695935495084,13.227926482312164,24.73433595678275,14.277454945340116,11.186164166313475,283.9183148044366,242.4467357399721,299.59787365136947,353.9387766167637,104.99189070923747,104.68363252389267,22.599944655171605,3.397285977638755
17.57419690318242,20.517299006052802,24.410439140719806,31.024552146812656,31.596297184775754,31.586826360014044,28.578577206711042,24.25226758867203,27.920171347325404,23.673692111121003,23.73460374929807,20.286331193382257,19.11684397688844,17.72981246479049,23.33419059191083,13.475728556243125,23.238081869397647,286.3371611266488,273.154143921118,271.30441119162316,406.05848662127227,110.44075056699313,61.88950421933788,26.901270520356643,3.005251190154036
20.85163019943025,16.557189102657585,30.353751794118494,33.99611860460478,38.40543965855337,29.410091746375706,30.58473301106631,27.88472812843449,29.015931187559236,27.57335752492154,23.383803889306638,15.278035248628226,18.05568195527937,30.963237559343465,36.479440033850366,15.945285223165303,15.109289204563638,285.4916546872143,351.420930453791,247.73559229512142,245.17980675606665,99.01034471881127,108.54585406257769,10.172451330611173,2.714742057461916
19.06136514546002,19.984993432604114,30.02237498751669,30.755352785052594,28.023164560452454,31.203641677767227,29.129381917891475,34.118666619569076,27.5940569137013,20.637062438894688,22.424146117334,16.791473525602523,32.03976264751952,14.259525984647755,24.85396457905069,-3.7408633532982583,32.28250916853591,267.0889257773466,300.7561992497984,343.7103072217756,231.88106415427453,104.78219319148847,54.358640351801824,8.794530489359522,2.9194966241531968
18.959051947735517,20.27819384521037,29.93994044851054,32.96815661200143,34.152905836427806,27.880227751519644,28.012522754368202,28.754287726874598,28.712449383566835,23.743417714315136,24.98648485025089,18.054961791487806,27.691518405229157,15.23073080409521,32.444114148305786,34.81262291207228,18.212642755954914,227.29978622154232,263.4716004649864,240.6831773462769,354.40931527314524,106.49502750839291,87.48365947006387,21.349690335413076,2.658006538681635
17.68698639339647,19.32067693580822,30.402884845245136,31.17441016460589,26.84154649039375,26.625588426243272,28.947026395571992,27.52088018988909,29.44789929614747,20.76206341202626,21.54213920572191,19.49890525988322,22.16422461961585,21.11305002512754,21.68221472562997,23.848095027351505,30.854431284307914,287.49947425959834,248.08154085620856,172.50171549598733,335.76956088567175,96.18683229433326,90.03459399837232,30.931366846713004,3.117665809142699
21.081203925162704,16.92078210555416,30.10173874489503,33.65077386354427,38.32885182266192,29.51248950927004,30.57808748352079,28.03519796501676,29.208466169636374,28.061496548071645,23.269597086762754,15.178938223486641,17.685313573140956,30.47999347559083,39.05878886829924,17.162509646359744,13.565517001412942,296.163591950521,358.88461621031655,245.5051203299966,245.57289037029017,103.27933753879248,103.14455712486706,10.593620748101845,2.7690560512458773
21.288224122709483,20.30591389006727,38.72399755014838,28.93881211452399,36.1055601611527,26.902523637283977,24.69970330915086,29.8739658301534,28.770626025355465,23.045031935131423,26.085890513214622,17.70830804806651,20.78542022538991,19.83082291240142,38.550327590054856,17.819581737458126,27.932832472273265,260.242620291703,361.11083957685366,279.73214201091236,171.1833700573286,134.2416289651911,108.56802100051205,28.143608194161118,4.1901361836667075
16.224494748614937,18.65033508388318,28.435982668936298,30.31620969907712,37.269341818618564,25.577882653390066,32.16809862357517,24.850819198661203,30.623754337244495,24.80518002063935,22.08890898021816,11.328436844485816,18.50390936441098,30.631178523986392,15.448598160770342,12.393833576050882,24.71653800426035,329.5795249674915,331.6264339842146,257.69175817678934,250.0342466041862,120.77326234225279,100.50542369367099,9.73238131675977,3.4227664278526597
17.072431593293913,16.154495148078315,32.14658426145824,31.368041341059225,29.686117905919662,28.165342412125806,30.797761744892295,30.06449552974476,26.747165148994785,21.50657227090426,26.030810167559,20.93525915249655,22.45020259778765,20.400250815554433,18.22517984839815,0.0740675909081896,18.37861410138504,227.68894422121886,242.17255392568745,294.6002712854996,368.69473203364475,127.1012336730446,84.85962529170826,16.658333223526817,2.947506096008194
16.26277865810102,20.266199714794173,34.827999066419636,29.9802445805751,26.27882095014843,28.37570950353694,29.350266742255037,27.80270802694186,26.939959694840763,23.25219311788082,24.86940121756671,13.596788806872425,16.322783481362034,14.421706958689272,8.252048707374357,43.70727176741151,8.844013616659685,293.56865071988466,351.9468430467267,290.1912041858799,300.8014229041526,96.98761951519677,132.5636758883326,24.151480262921744,3.9960146210374985
19.903724536694458,18.259166695447075,24.06523479333004,33.032018393491455,30.61638120814991,28.52100772708865,29.26805716352885,29.411521787379638,26.717729843439965,24.608328113108634,24.737469811875812,18.251793534230476,28.521913271042997,9.53502999761644,20.130857517180925,28.814873188805986,37.84903367554685,302.03365260033746,299.44608774747155,241.87987082690654,234.70730771473634,119.12485682857421,150.24538417250915,26.97705952366326,4.4518096274318575
18.62180478299643,18.636164669734708,33.008328015068514,28.165049955840523,28.246130878557278,29.42766124772263,27.424937332284376,28.749317265441462,26.00342378235209,24.106375215788052,24.075484131133656,16.792768286631546,9.24994717088569,32.81560840608455,16.70384421473412,34.415982769521015,26.611332888263895,274.06587540644415,178.73934408964976,310.58538735077366,261.4421334753069,119.71443540504436,51.66462479904952,23.126323891289235,3.237891920066032
15.869786730235749,18.314006799772788,23.50118281436182,34.942491844466055,32.87814469674286,28.568636247828916,28.460627587970766,26.08103444851068,28.99983054053838,22.203427352678766,23.434093413372928,17.183170162061266,19.58932323953013,16.604083947041165,17.793936276990046,27.228301950619933,9.31864575455188,251.48275080939806,281.22490821310134,246.76525814331515,270.99530074401497,70.24836973396903,149.02885913367174,18.692832307780414,3.5847140824371566
19.512271242285685,16.438921477529203,34.36243851646179,35.82919366618242,32.532830890327716,27.986191320545103,28.106271124471913,26.60343414230931,26.54402900507435,20.422455202887807,24.20890131647421,19.04878200069561,25.435513819224127,24.451616582636063,26.59419198936447,27.424541119958192,31.21612994483308,232.7476720927864,244.07279137620523,270.211297694859,266.1230637641569,107.73983230712747,78.8084691404297,29.326151626975324,3.5272983627297188
16.0706575481179,19.6674589130305,35.7091838512533,29.711974339010528,26.404004551787086,28.259997591094066,28.75169781928451,28.016713375818934,26.971267054359643,23.105541172325815,25.14431372545039,13.854735353863662,15.613017616089756,11.389000201750868,8.614581737748491,45.246546488818595,10.303460701365164,282.6894496862498,360.62904515011417,283.38866917155264,315.90278169124167,88.40851483515935,126.93465238387695,23.74819722313403,4.034911875548507
15.893040859338731,20.708768988934462,31.27186865264361,28.490499232891356,34.803488362053976,27.193076246909097,30.85147703029559,26.877305984434926,31.722959663143985,25.129559976842692,25.338916283657195,14.716568517216514,12.5026184805225,28.18197738074769,32.681948268747355,7.317459305955158,25.001891921242233,224.83763356228312,191.1495444093671,289.97488993267484,304.8322765787867,84.74238662767291,94.40087209964904,28.319330004000673,3.3948860564151806
15.210278955034477,15.36665515488884,35.006427637329885,31.88967855867757,35.76382749646048,27.03197985263364,30.076798635346556,26.245062143456437,28.04220277976016,22.86067434444741,25.660762853451917,16.394675896345614,19.56368368890854,22.37648879198494,15.07027297385265,29.256003258858314,16.269271147560666,319.3907180602517,328.5198470440336,297.4586746582854,333.47093759932574,48.377306592464876,29.225127146185066,10.420082538437605,2.884330614906146
17.478547705962782,20.412533734213618,33.57202338479772,33.35778729051618,30.097434760341187,26.136960151512387,28.385269340649177,28.007283093405807,27.179050791820575,20.816885074486933,25.73142152722649,19.77277403782349,20.222963920903013,14.003526104009886,47.6776799410277,17.694729609894097,18.109583471269637,291.2380253811949,170.22852873917537,331.1890951808671,247.35267395412257,42.97793198295405,95.21646800571871,35.381684217780354,3.686605320438691
16.74930056865129,15.985779824251187,29.874229816572107,30.163770303188485,32.10306518164168,29.793101306360583,28.266925302626436,25.094189300315005,29.699747397559236,24.21868164969831,21.089625906655233,16.879499906598173,20.531919093163918,24.510765248082368,17.33613224168994,38.247765346996935,8.306322988183608,219.83388141806964,182.57211012357973,286.1902236377493,287.667898806579,91.09306007513054,82.11005678237701,31.654918569176335,3.3346111403645984
16.70868300988068,15.66100661064403,30.220378037223092,29.84333471820852,32.05308445911651,29.768681204947324,28.215122288496143,25.62305672946092,29.730340390806344,23.609950657100544,20.99178304567223,17.13461277038531,21.3450064653872,24.18160533219179,16.02322465467803,39.15985539411413,8.820010575826833,219.4051226601231,182.33125764378036,278.5568357763405,291.0873936749308,95.63837470086757,78.23368535167678,30.669696146835538,3.355644939107348
