Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Apr,Avg_Temperature_C_May,Avg_Temperature_C_Jun,Avg_Temperature_C_Jul,Avg_Temperature_C_Aug,Avg_Temperature_C_Sep,Avg_Temperature_C_Oct,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Apr,Rainfall_mm_May,Rainfall_mm_Jun,Rainfall_mm_Jul,Rainfall_mm_Aug,Rainfall_mm_Sep,Rainfall_mm_Oct,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha
16.876826845167827,14.451768011642471,34.11408829932636,30.513310840492682,33.12709454473047,25.648127988576295,28.524707489421676,29.59426410699368,30.674442702766967,25.138714967517565,21.482879883046625,18.585537661453742,7.836342779498901,-1.1093496828983813,19.77243683494895,16.405076341860404,18.61527281810363,323.5533816759346,290.2109798396447,237.26034938829264,268.43283147062016,122.00338549499895,118.51139540736132,20.19050916623742,3.445419018316547
21.2308303790208,17.841286548625593,35.644468604490136,33.66674214517388,31.071637645813038,27.868386085072892,27.55411366636033,25.505837283800858,31.082381168691356,22.19063172412922,22.713710032012223,21.554538208563333,24.393231281138817,29.007159112789623,8.734761060180784,27.023977481600554,33.670780597099615,287.27865009168926,278.93813620337426,204.70989940062003,235.7550514546402,31.175423661399098,62.991290190586525,29.986028401323892,2.4368939790501987
17.84816269750826,13.719613385064475,28.68265872295428,33.351881627676676,34.76334943587138,30.102583563066112,24.610151286660848,23.795387639143467,27.406040323506684,25.19493789155368,22.275210638253817,19.723295830638882,29.703391962688826,22.832751869998628,21.068979391645854,18.959596811883397,7.671466026119056,252.07651467247646,271.12140685484235,293.172092775598,344.78053431752295,58.740782597311146,117.22410074967647,33.09757136425117,3.628676405658279
12.126750101380237,18.493942512798967,33.420359573408994,31.396443059331034,32.538026280683084,26.4562659341866,27.533248687795894,28.025918307307155,28.87012501565796,25.99096774869152,18.892254572654355,15.163868151834208,22.24760061854588,11.198569888460742,8.037460551516222,32.18636950182402,17.155246938036306,263.57530388456496,289.8465248058353,285.34146798369466,342.8275625722358,58.44747135006385,130.62037459042716,18.805956224755192,3.8454669005753863
15.147744043373383,18.130401766324507,29.8884646208955,32.08624215633687,31.67933894697682,25.99928762378488,24.496600605673933,27.663089144357013,28.647629388796293,20.989512891986852,25.003505162311093,18.542667221993405,13.828826589997345,24.35293836227075,25.771019026764566,15.180004712765372,23.736509156590603,261.02993976521776,261.17339363876675,286.80212875142126,321.1468975277175,45.7245250459065,39.154556779234994,8.139615720789138,3.5358951448930096
19.933008440570394,21.646987037102704,29.489656058406315,33.783000593152664,33.58393095730584,28.18415347597067,27.542198285508675,26.459706148286898,30.240971491691244,21.718576702850356,26.358356729871762,22.585474850469872,8.155606616854769,24.59855211461091,19.190083870632275,18.346064649597405,8.947928552203528,201.09075181085154,231.678782948636,356.63931103918566,319.50240904665554,91.06209411246245,106.05993029244584,23.92507960162387,3.334890367772171
17.534288292500516,19.66010102482936,31.959360829524044,32.63372249276656,32.574746092164986,28.886314276327198,29.285905510911313,30.943438983509274,27.776472882934282,23.497780730796876,23.081434639184216,21.551326990630628,19.061632958028035,25.13722583643751,2.50465545972003,36.86402695147669,46.57721729289003,195.01826448448833,294.38358142913194,318.3707863719261,218.36189458756053,73.46248891674516,120.71712305329899,23.84656655980616,4.124096293836584
19.895220930898336,15.43809294932761,34.66428565423177,35.54389980338872,30.588705338890705,29.677837712333588,24.505072225543195,26.223711392972916,27.214939505628056,21.90656922290848,19.85760831580672,15.936652301000484,22.54886658018997,24.711302716798922,21.09390030355776,13.935720806526612,-4.305831165663447,297.2532472739214,194.17209464181096,317.61856448423794,241.33017506817598,67.77936548198909,72.93462159646099,25.84998132686641,2.416412765183146
20.346753212730135,19.601199619975034,35.88686883776474,30.908361708307364,26.524130880617374,25.947656352086508,24.874922110426724,26.659318727581653,27.06666033135932,21.735697324772033,23.62652016685144,18.4821276090291,26.66983148177927,7.5315266919389705,22.63040496691274,21.15234898859892,22.80298800413529,213.36343546428333,333.34143369197113,356.62147221447117,198.13690754988596,142.22714487468153,76.98643034112288,23.753928419363206,3.666609550149474
20.1772817460458,19.38473613574313,35.757621806215106,30.788730842319442,26.696585344143177,25.723120978644847,24.873880675878382,26.744424954907522,26.690866782925074,21.792352286248665,23.72029547615092,18.25169150552943,25.282913165930744,6.874930966946936,25.01299778003583,20.972368308090587,24.768094380042115,216.04330430519826,331.4054156484932,361.8868115903166,186.4295838709132,133.40161364480474,81.44325961959991,25.659000463803405,3.6031287530561644
17.238340753523797,15.869775497785067,33.06416976569233,30.849455948474684,36.55207025080142,25.241298670547476,26.95775007248586,28.700245890817392,26.418523016102455,22.040892492726595,23.9114350042495,19.646583816768583,23.851301496082712,19.00901995398353,22.37426119536818,3.6029478266576,34.061141363788316,312.1417761269944,294.154157932225,262.9175651181721,250.13327485455355,67.44147550358628,75.78316234995762,33.726862201025526,3.361698001949213
16.484866305267218,19.124964619468404,28.59065589080909,31.102428307570356,37.586790137102234,25.235236502608863,32.66088494390508,24.99989077365554,30.40602894230262,25.078815581354675,21.909547834846762,11.668991909528923,18.67336364315564,29.635281786321254,16.159606965298423,13.969937296398479,25.01612866675276,326.3061874048699,333.28999428539765,255.09027237725383,237.84140131414878,124.20255682036841,97.48220418593036,8.739455832795066,3.0812489093762316
16.103686310633094,19.615339206972067,31.07138930733983,27.524348686002057,34.77381482136487,29.14576768023757,28.12651998526905,29.47143605238246,29.023266348900727,19.814275012408004,23.048850190993818,19.351255147093664,16.97378903027178,25.337764259882128,19.702093355342182,15.986603800093375,23.82003957521466,281.32372499919626,248.23979566696667,299.11737137196786,249.88352934914082,131.47102677530617,77.91884392832294,15.367056717002663,2.988329009604567
17.76527631216224,20.744514337054383,23.587425134382986,30.66021972402366,31.401904990430015,31.510562588193938,28.207410147380177,24.214131788749285,28.187462313634988,23.63618962881283,23.832998953027232,20.257529675601994,14.503361747830528,17.521281326343868,25.36375699895381,12.617082077453755,26.317930874762986,285.5400630822182,278.91499761180756,275.93704028441863,409.2811370617447,113.44291249145749,70.26526544144743,28.24945400374525,2.9055710143120743
16.119099724470093,21.274345369814128,30.888122954822784,27.911288084050177,34.97830117565677,27.05584280965734,27.177466323897193,31.91248115855831,27.375806180636864,25.608944653370095,23.007837315474966,20.899065236228434,23.742073651564223,23.139447550944222,19.018638712427595,23.436813330019493,14.789856408181866,286.1523411666121,275.1697831447526,272.43334087540865,257.46810538435557,94.48199745438919,140.80051591181387,13.741855560439992,3.470539073999505
19.039008492373895,16.873647104095195,28.509838493871605,28.98984923589228,32.18205152143508,27.39059835915575,32.872009759270696,26.812498585239116,22.844519539266514,23.396319293932994,24.86871507584772,14.268531397330378,26.284620787978223,17.35555923972316,15.249237809331143,32.895670026638385,20.38563780083773,293.8466335834989,252.6750557187352,306.9473046223066,289.49819634416116,67.55551932306453,103.16877212942225,12.778758915117361,3.97697925862815
15.03403474079223,15.67418980158544,34.90378172372764,32.385951319548575,35.95241199336117,27.067726745964933,30.12579352121676,26.224882212502244,28.246682202476293,22.699453062241382,25.291701993192383,16.49995355362365,21.218547865055996,22.66127589565949,14.729169998647388,27.7556150134597,17.81632975181813,319.6665683278331,324.22290290495044,294.88582611504756,330.7841569470518,52.773734110061774,25.675146228325225,10.085570824410333,2.885165142480959
17.199149320989243,21.232738194255308,31.19562951473708,36.50533937784893,35.542905487246344,25.957348065468896,28.21345153669943,28.1862102650576,28.30306341129421,26.829752700771316,28.13315509750957,17.909100962232458,6.707839805364077,6.574106816531908,20.39321699898025,6.281592589227048,20.72894744322491,305.5780863148228,245.91422121670783,261.9477419460398,300.04195489621196,64.71012348129709,40.913709752159086,24.88861858470416,3.1042432194893768
12.460406967474048,18.163761058924756,33.4125175313467,31.84455337502567,32.2651570445418,26.841504910398744,27.383529403126644,28.34874392825133,28.644719302780274,25.703852218666487,19.24905858304279,15.20022273059847,23.01495183983998,11.75630470668624,7.695261650799686,34.311467810827736,15.841317191224475,260.5131369876846,291.46259371129787,279.08277118021437,343.9097283897948,43.14486740065567,131.40593169176628,19.395500229855816,3.727899588677432
19.834641472831255,20.387804178361574,35.9203034001109,31.335310011429648,35.042602271254914,28.538460347595564,27.989444603763243,28.37989750539891,25.158711831688063,25.329611437135554,23.63746972924381,18.418345697165964,26.648053272451467,30.633341049937396,26.277030211321904,21.22937225612396,11.478614618669923,264.00761237845427,356.1286549178364,284.81718095998025,314.81616657970574,167.1813213448087,103.21526950450583,35.66717542620442,2.987125050743582
15.099818648852368,15.712471281751704,34.89668622472714,31.814435170616,35.52688136902049,26.90046806335384,29.89498501015196,26.280597632432226,28.438097461133182,22.91817231960004,25.487065917753526,16.45222450091751,20.216658373760396,23.12553764605848,14.093961655995683,27.909385911429798,18.148777500533395,333.9724371425132,315.53266372593333,301.5842731910667,328.5142798214234,48.37266004974467,25.988800989195838,10.3067125489472,2.979903114286741
17.62434047187919,18.02460904897764,35.68147840514498,31.099805430165112,29.094125326008914,29.66512350404429,31.815029960645575,27.068983140979388,26.457920513313425,21.08939545776266,23.96490813018461,17.818038781044667,2.5391678697028413,23.42913360158499,4.585990381985223,20.339015301508457,24.390003337449397,267.34963284871554,260.89817199230055,253.87485586625507,252.83050236979557,93.33639700115552,30.159288672677036,20.728899826197974,2.8028790348129915
15.691416575963652,20.677761863367124,29.274139112331905,30.203591011841077,31.96415374760426,28.314809199572036,29.32980328596849,27.05966097214077,26.84173805971159,21.01708668793039,25.57470939171074,15.835475652552493,22.570744580338435,26.964181853538456,20.081564264404843,37.95917706254321,5.391640359441006,245.56701977197295,254.08633049282392,179.4841584403512,158.9791724394729,128.01090112079174,112.05055818830388,19.438314968243805,2.7423240694194737
18.061632487184077,19.758799829986476,32.29764048383937,32.48188459806053,33.27024438140607,29.161343896657574,29.58610225276306,30.581096403663715,27.6150760443951,23.438616980953316,22.94033011409428,21.31168105648813,18.3271462953911,26.505547021491342,4.6045399782197505,35.97303229048049,45.713723282558725,186.16034781079404,300.9942523211753,304.2355138935036,214.20134776575532,74.91729702143276,113.9182668571242,25.442953391342535,4.095948166445326
15.238010523653031,18.443978525369328,31.235782020917537,34.38598189346373,32.926885651072126,30.107304927474964,24.307761368679053,26.24499889064118,26.8731883597543,19.435629147970403,25.970263534783125,17.494402443119576,22.820862417206005,39.182976605750106,22.14036454739932,17.002715968659103,18.58276041964392,277.9113950981555,342.04982091787934,239.33123135921537,350.0942291002389,196.48825272256596,106.05073261960227,22.82377096010918,4.177406383074791
19.020507518479363,19.197634627588698,29.671886687407603,31.33746767537264,27.857671038951082,31.2644367993337,29.485913987318686,34.28939965821526,27.754638951113435,21.171288368768163,22.480199842035603,16.64805762501674,31.92021178332026,12.14528259932569,25.845951255381145,-1.7188723474093477,34.84632162993439,266.8158601426565,292.5462266330267,328.58307468627294,231.04344433955976,104.17357023866327,57.76057229892934,9.196528403323274,2.9805184132311235
15.72866600422158,20.13047676026975,31.55050823727779,29.416829698825087,31.476183922134243,26.494265012464034,29.240212618008677,31.568042661921417,28.431010052239706,20.942590908153488,20.971921068386564,16.765382996658573,22.92040121415736,14.297025269287683,19.989974619053424,26.385386725769884,25.223266370792725,255.9525797167741,265.0939873718955,256.2408821461801,325.73570361844014,37.956897840071925,135.4800909636092,45.1753977897938,3.8839784032662297
14.747433596996611,16.435851814635388,33.7808791883429,27.33841435377176,32.20181804956039,24.687455921413825,26.484741042592123,28.399117929686845,32.43658571140993,22.555435851116478,21.62005239843231,19.783849551984545,12.135184779488474,10.26812131259636,18.553499229795953,18.573299396079616,21.04373582805532,338.1115496843729,288.01235248694803,327.8750347836645,211.32508734911906,108.88210897293798,125.1042263653367,24.5360959266304,3.1827927419406556
20.49369250560459,13.778211590310132,30.235146465377557,32.53094466017817,33.69832814164115,29.006344227222847,29.560397091991973,26.13220268523792,27.338712764062677,24.841946980969325,23.671209661234922,18.209717058965825,18.820077740754733,26.48454000843684,19.752419340000944,20.857670171205946,15.492989546484198,266.9138200651651,312.18368673873124,335.7698835574131,327.87595970879096,158.8889838265654,89.65809507767342,17.42139527787972,3.6991932509390506
17.69935149510267,16.553752678303283,33.39424205319835,32.21829915593946,26.737553553576262,26.641983938936946,26.731388476502094,24.592045070145037,28.68548872260666,25.25101580134229,23.92512077579395,16.615374003307263,10.03606209384864,26.277956798366354,12.590330745700427,28.2457871584669,26.19837500788822,309.5083098487843,198.97033481215772,281.66759835382965,238.5073700600374,46.9455401919538,64.20455321590228,18.273484800431135,2.8516890148106846
17.645295913557547,19.99090701069739,33.19551608492835,33.51376711911339,29.555726408135282,26.15074475507375,28.351131397454676,28.18848262033679,27.245661737242834,21.338769631211974,25.688291212170622,19.367399380141322,20.387757676916507,14.051853093846479,49.26102631671304,17.245868184284074,16.40029099802636,288.71802091618315,174.3203396678632,335.22477881515687,248.022116122022,50.49781858264457,92.144743098587,35.32905045686303,3.06686353525028
18.81432490222801,18.596571267571345,29.896899334514014,33.702441640068095,34.249352753520014,27.545198374642812,25.07900441489013,27.741331555312257,30.381072569975448,25.92631290235891,21.737392888538498,19.73788677751269,2.088987545782853,16.507129037919185,25.79529960704307,29.60891956657514,28.133137706562483,246.0732512421236,347.3669819232902,257.1614907738773,232.0971125480425,112.43100125371195,102.43346251005333,28.17944814698079,2.471374646694907
15.526835040550885,20.563808138340057,31.79369195108317,29.510598775293843,32.23071490461275,26.314089525323105,29.297938553246208,31.18109108937885,28.318758188273893,21.30312823434595,20.98189492286169,16.91162639208214,24.111808706356438,14.546793275227861,20.844387278007797,27.433593091972735,25.605039766109826,254.94016085856634,263.41585956499836,263.5990763223614,319.81156145910234,44.04302837066708,142.01117142732897,46.60880242894666,3.9402345697834473
17.338257740908738,20.56439634724983,23.70442977476676,31.031994495488203,31.30602783831194,32.179921401037184,28.53300996136583,24.437252836817915,28.094714082034027,23.70459093719538,23.71421872468064,20.231241565273933,17.458056723258764,16.83312478295792,21.621310070722895,12.123797333241091,24.716353525385156,287.6057383888503,271.8768686498278,282.6620433610351,406.2523298681015,108.80604852752461,60.81473830656351,26.680912235614176,2.908250603115158
17.72771565679957,13.653272662590119,28.195037776816065,32.621108050823345,34.79252317247604,30.360137015463252,25.19432199595941,23.895309845439613,27.321635130084665,25.442120925077408,22.728933218325693,19.799658548434522,29.390515864059303,22.688679031017898,24.99864683920151,19.741173067219083,8.693446321245203,241.75091815728527,265.22407417094763,297.2842948889333,341.1597408051279,56.27002216353503,115.11925024651183,31.2786687970404,3.705997141929846
19.737291329403263,22.645305070963694,30.228594244374026,27.96033022139116,31.173288855461514,24.571753959252955,31.931117307745765,28.58809841499853,28.823024439534485,22.770008444832673,27.56724157985748,19.30013100379943,12.626427282684636,1.8917736149450801,19.241223204183672,17.666407302990503,25.28032195035334,301.8575764929931,209.81639137813372,241.80916498997564,279.2949100969205,113.19613363748124,97.31335684818886,7.785141952159184,2.809531543310423
15.849267659957748,18.851494431873544,23.578965926877714,34.645145674658586,32.351483840293746,28.990888020083148,28.6549558339932,26.005931277516808,28.580536500029353,22.170726372439713,23.491032184639014,17.122223000458796,19.194077605061064,14.831558802658428,19.088199516169457,28.47568440395218,10.049026747386865,255.29878124468115,287.6924449340457,229.6833471085073,275.96494480684277,72.11051408124659,141.21454649069133,18.875672585370435,4.080260677321016
17.725038643819342,13.278863936037228,28.380592748549272,32.75121460178546,34.91458674607888,30.00173591975496,25.174037745628205,23.47780779607023,27.270252946515917,25.196990712910726,22.255558712254604,19.703035309406555,29.172742669765604,21.19330061118062,20.93303704474201,17.32992045443047,7.488744451019006,247.97927185066314,262.4603701243909,288.5938449806564,339.91948002148854,61.61881776961182,115.34408841998314,33.64244421699645,3.5161207993779553
20.495977417268758,21.167181325555283,29.75305483677757,33.36130736209926,32.648754070671096,28.385875808490816,27.97469064742982,26.387722444423343,30.16820524759049,22.00391733319053,26.331605517431576,22.908716783754606,7.624770766085062,24.59604472923426,20.340592236750545,21.342590104078432,8.612926901061478,213.0500401044906,235.33607535311228,347.19472008675245,314.3138462007203,86.01339283089845,105.23190876368149,24.775485464218626,3.4049092908716565
19.537033323004685,17.111630843749317,34.652263760512724,35.43080139824741,32.98111212789254,28.22991383439176,27.66886735998958,26.017302007504938,26.532492560268885,20.411141119697724,23.790004795381098,19.423622306025475,25.048956203375635,23.647065452172214,27.709960513335393,25.16920703043783,30.465185918556717,240.21090594801768,245.5594278950098,277.8009165438565,274.32951661574566,103.52805197144801,78.213079348903,29.69995297668488,3.3035069634138026
21.309487942416215,17.640422108169258,35.895471133489345,33.29705268757798,30.962989166210722,27.655845687328696,27.877215859736406,25.698641683161743,30.959244269364483,21.987840296014582,22.74885027985326,21.29020114289042,25.398163299480615,30.267185500143214,8.263652854321956,27.703536448346206,33.30828661040459,286.7016366279549,279.8851574929534,207.9812097659396,233.99665958080226,44.06092217309759,59.864832970923004,29.509940181506977,2.488446580209926
17.193077760051143,16.30843989463283,33.00556554190855,30.534954825348063,37.2045983211653,25.542816987017012,27.107243477638804,28.850973564708482,26.207144327712957,22.249741129801016,24.012845222066314,19.397578953536076,24.998078354190458,19.293175562655193,22.151161637559795,4.456698501089911,34.31233496477593,307.40557813797574,299.17104201527764,269.45018373601005,242.94590885927397,73.91607145172823,77.67290424856756,36.047548497981474,3.3693000916496465
17.400856748527296,16.325620249542798,32.49663462756297,30.746808291414435,36.87280273384355,25.544451868104826,26.82335553134878,28.549999543201235,26.271692292404484,22.089444872110192,24.008682356479593,19.224429647201784,24.166072150721597,17.45821718762683,20.522834573346977,1.342397871643489,32.721307334185866,320.9821617125094,289.89773737858167,269.743732879383,238.7845118909824,74.55310818118409,79.84486407210343,34.00752787918779,3.433427525421989
18.42899220112513,16.045590268700654,28.7505291938961,33.135265388200516,24.977692356186697,29.391144890743238,28.179722444403957,27.56913244754403,26.870783209848245,23.409984015019713,24.195216573645197,18.782114714251495,16.04790197770516,21.896960518817533,-9.346546161340077,28.605936262080625,10.241923591775198,386.4725770092395,245.87364248456458,351.16673989425374,238.1246571330625,64.33080313806418,147.58997628530477,16.973982373721217,4.280373967534766
21.08257867398914,24.679966605603358,31.000103664245163,27.286200721773785,34.70404539631961,26.924298868139935,26.701515786223222,27.845229028415737,29.374786561566413,24.853877261636587,26.833285235818465,17.37919632156916,22.118485262200092,10.86896781282537,18.423227102916574,29.82904965307086,18.892869633341586,202.45084239715786,313.1705797574948,262.4641582248725,335.16410738727615,103.67040044418263,108.0333632248644,25.78224857340469,3.107471260375646
20.637545604571223,16.643682478843843,29.765268305256523,33.57262837298694,38.83068703027711,29.55167920316162,30.825946430152655,28.299852144734793,28.987711145678787,27.825809081284277,23.47721937229136,15.195129399076775,17.586431149059937,30.402474216100625,39.742980949382805,14.004337228628511,14.615579059570592,295.50945860252386,356.86568944334095,241.40287666533717,242.27557344793175,105.67489773064938,103.6491415575992,10.177585569525936,2.982050462695054
17.51170071481578,21.228599819124007,30.846462019155428,36.298446060911665,35.49138035133268,25.907317636881075,28.19114580121324,27.922237097233744,28.36698526257805,27.121525901961654,28.200242223891724,18.026678651715493,7.059826700809155,4.8698272032743475,20.37553355307093,4.74360200623798,20.425311153411975,307.49433900644806,250.71606967227726,260.52507969506115,310.819019798799,64.88460884323005,39.55883429820532,26.426985992861386,3.0440755038433975
15.367238295672172,18.412709983895805,29.766843994167925,32.52276988247122,31.383928008185585,25.597012763901752,24.741054176387934,27.767554829015197,28.59328712773814,20.898524778970582,25.017159576816017,18.42509265189034,14.283345135867384,21.69402217305187,24.404858377344677,15.376901395474796,24.787786833180196,266.91504315351693,262.39210986853425,286.64931155198144,317.88897931337095,55.89666062869588,38.604849180361185,8.741328335488397,3.553030476411225
21.071863232890113,16.088272123225394,35.46680832643505,35.25977386631021,35.86475968626318,25.392193184234284,25.094316379827102,26.74232664727393,23.947730995112178,26.197964137266172,22.95071266699237,17.455998863205135,27.43799009669728,37.392024182782926,25.042518297523404,17.442460865348718,0.9645871666392025,297.2980407553583,209.9953816063226,323.21845258100365,286.90866231315385,99.11015624348853,111.09295664271798,34.42610766257737,2.8243336113351867
16.840357894099487,14.271375712236242,33.234742997098195,30.566031602183767,32.54541591542557,25.513179841619426,28.678505029403784,29.5942655962651,30.229138275409,25.72575214826688,21.89064012914066,18.420372099354438,8.917837484734555,0.46380459423915865,22.206873044260856,17.265072275339637,17.85238320284656,318.0962581030051,291.6409984948652,237.74724190207985,274.6192886221782,122.08083223953994,115.28972264043573,20.671518134443517,3.572996475993395
20.40306020851342,17.64685242390873,31.24183375076779,28.190643244110763,34.47824400593074,26.30908496489531,28.06764678375171,29.852780714952278,28.750343113743387,24.624299129601226,25.331393878584976,18.876518322475068,30.925967782148103,9.241901407811257,25.116670443133376,36.98401467610564,18.672277321109,252.10250647362668,260.64208142085533,266.93268120297626,276.21247396925503,100.223637041172,125.10065155308774,25.732646944045904,3.692944034207058
20.216280233308293,19.33588463073714,35.650844519873246,30.502550045390294,27.320386030611683,26.107655497935983,25.010527406774425,26.481977441480105,26.65653343563315,22.136284799564784,23.727948667442412,18.325186785155154,25.79032645470066,6.649453361684496,23.383832182723523,20.950146867695818,23.048463034442847,205.44408358463198,333.46940820240246,346.24613385075565,200.62856909594848,130.51550701122008,75.43351721450396,23.95810893714727,3.7300477182227354
17.50230787181385,19.455500191245896,30.561771419386794,31.315646101230154,26.397769154982516,27.247526012567587,28.875038371190694,27.50499001450773,29.59722632719105,20.476446886306103,21.660416105351224,19.4057382792229,22.2280782308055,22.89464131640394,20.455286509325283,23.04206590467524,31.60350494061387,291.7754187042931,255.6524799822597,173.25823353192604,334.57951054352606,91.17307051664758,97.7371984942534,30.352438431043495,3.146877725418153
18.71969985974427,23.069740264908987,32.40799648976857,33.39314647577875,29.512746271387023,31.5018949852573,31.338444559608096,26.283677166656886,28.06400111562385,20.35974527128428,23.775553148925876,15.948633626692713,8.27054769859383,20.703679310614522,28.233535869135913,20.41394005509001,23.840983537033974,347.1582267738029,260.30049339281777,269.0377830029803,334.2858133116925,144.44309969051895,84.16022061484969,5.453135075502888,1.8864786494541328
21.098660101983285,21.425849990752486,31.646025886533916,31.300203253540804,33.65325795301832,31.013488600097258,32.492980295803164,27.968245110640893,27.212695716191366,23.620250840367135,24.68981055225189,16.238127590366943,33.338598210086936,27.08741321890581,4.259162159136047,-3.3663919203874797,21.825392665372984,314.02379105025216,291.59606217345464,264.1828469685244,177.25908469739284,41.76782172473735,60.54253781766576,12.954274730494832,2.7177061312780997
11.91450625134238,18.64208402522649,33.18558939465857,31.44565271997859,33.06359930348023,27.191701471740828,27.215629458118023,28.078380610751207,28.81637710505635,25.53916208203253,18.973740724561498,14.94602416336163,23.384041341521613,12.453691512704482,10.084096908796795,33.32762407618907,18.231426724497254,272.69931971396034,283.0319369577254,278.7295828291719,342.6457344315916,56.400560493381086,125.90458584527404,18.12626720343701,3.666725413185768
18.263745359788622,21.172870372764287,26.39064028825549,29.97063769092609,33.78687487213771,28.31087850938117,26.803651617920163,26.396651716643973,26.203720872700874,21.880847076887175,25.019196168132957,16.203817156475303,30.14184204474565,28.237484060467104,8.011530878121237,20.68034894897008,11.171069692485773,245.27193321200758,206.23663299976758,212.58006529275036,330.00854645006405,178.52070005536208,107.23703727669918,27.664332747419245,3.0660362828162824
17.26933584834517,20.538177475542554,23.76689935263076,30.964415843500827,31.661990261116795,31.742983771435068,28.52925509097935,23.64175775157278,28.300394260009913,23.547182943197107,24.06966757486885,20.286821165863106,15.4679772319357,17.00897659350907,23.85443331075423,11.625352128766721,23.410069092644427,295.1796958067737,273.8591817980443,281.98101229922923,395.5638788079181,109.3488936709035,68.29051678980485,28.39032762207718,2.8960051054844986
16.648807709531912,19.877288659034804,24.29569099374481,28.701536455698132,37.16822235737931,32.83748336977794,29.709053410991654,27.206056060304764,27.52421330270926,23.919391559037596,22.319234447991278,19.82714640584643,43.10523263438099,17.38771420631448,40.71922787935736,4.942878975993441,0.3379071721969653,306.8420596977608,299.508765206768,296.639872973346,313.8508342392512,74.7644913827071,68.54265976227197,13.948715293882188,2.6242461087962914
17.14005025931466,21.136015405684486,31.14895158487947,36.03369056820945,35.71351888502885,26.088062052085803,28.441568617301414,27.988542938345088,28.40614758794792,27.025839655222832,28.56119945378322,17.5919980314397,6.851813494517436,6.410924686530176,20.87938668511616,4.263036561470815,19.65673923947888,297.17723053777047,247.23069496783842,259.82100858369006,308.8130435103402,63.45659307950859,42.48999324800293,25.7660091792724,3.1068371141486115
18.505052401054655,20.489513944426943,30.09443810367402,34.40181436540127,32.113782739663925,26.443887552954827,28.552326401276588,28.762866836086864,29.055840312598896,24.94919091982693,25.4490084541034,17.360601752688652,12.626307250044503,7.853135327197679,24.961507430304874,5.840679629534916,39.55970976012053,246.2728306987569,281.56449045484186,305.72159184839535,338.2268466616044,86.21998825744663,152.7085889275348,11.261647729189011,4.146188301498484
18.997315913134408,19.346165426083186,30.02988076894557,31.53551196703145,27.06265311361188,31.570722176166196,29.220932025765563,34.034701922248736,28.073619113766068,20.53831955780798,22.446255308798595,16.8657487859326,31.62207444321544,13.344357532859267,26.87551645548048,-0.9268816629622214,33.52955941215172,265.1649402132228,289.14731797024314,330.9007690545471,228.89252755787757,101.45465145765151,59.20996141132822,9.419741665587221,2.9220373357257574
21.15838630829744,17.887581270542793,32.3049528663965,36.392752234914326,28.527478058742318,26.62750438516005,29.739625574462764,25.305728501619214,26.59534424259062,22.694279699269696,23.832927856801547,18.56310680429175,30.091282456950275,35.00111308951149,11.328659336076015,25.152953409673255,18.29262884515061,213.75828139246966,368.709497371729,307.82160929169515,258.6353698980366,69.25080180214717,76.85030355895064,18.029872994541005,3.9005859308174164
15.713612896902985,18.409759668433857,23.08106361902819,34.78597916990354,33.2910836651143,28.588227778330435,28.78551736700256,25.686999545031707,28.728043413046887,22.82458572734649,23.461410204016648,17.047420789776773,21.18599949950559,17.514003097278852,19.508068646534863,27.477231481122445,10.258190482744178,254.97025342910555,279.949846725519,238.35247498059334,272.4364647723619,73.37095247560873,143.6637052582974,20.98063136957826,3.972721164194046
20.528453387820775,18.704364842305644,31.505512883145013,31.42844157486521,34.56923241949494,29.26797874816511,28.512878241971855,29.855431963407526,29.9641027703383,28.293342420694245,26.00823161595554,19.346424943798727,19.75415066495373,32.59677025995282,24.318271375683118,18.129969605062062,19.36282372784259,278.167578043883,173.4504328875493,289.9313185086121,133.94999062566748,95.8727826360735,70.39260058735012,9.821841004151624,2.723817382068837
17.06799530527857,18.73170338926915,34.55904265616329,35.02581303079752,33.62508104748645,25.030056767448976,28.636686188520976,26.584179349174924,25.59367377656867,21.632376178003753,23.170592000066986,16.83825132877781,35.44605571869684,23.893796237400352,8.090045878745828,18.40410779391191,10.93633136094771,325.887404502942,234.02524635075827,334.4825409755425,361.87539647482225,120.42487180689776,118.91055442012801,17.55550687268447,3.7182729107547594
17.897410661779226,19.915379149360724,31.584566116772226,24.171284574770358,39.41789490975828,27.79326725837889,28.039637828788127,25.94555383372777,29.24043332523598,24.99644764710299,25.54353850123699,17.217821314342167,9.856562686851865,14.25852174467314,10.184036442893177,17.478237375626797,28.314669886962374,270.42395496109384,306.5390389091465,335.5843240448782,307.1727738814533,100.76621289847479,115.31319142323211,15.18025009920739,3.4436185228449614
18.06897174038421,15.740984860713224,32.25188259796571,33.49609561417465,25.01454870546511,27.095375825929068,26.62042055606732,31.433108949062355,26.655684743512303,24.95813922464006,23.51240970651909,16.86912751007222,35.44362305165552,5.620979935402798,21.11354368464777,28.289033825202974,11.360385351635431,266.7139753429812,242.16333550420867,280.5200477439529,281.46711241301745,103.3991656122121,79.5380950009265,15.22128102479807,4.123718480580902
